"block_i","trial_i","stim","signal","SSD","response","rt","correct","focus","Fullscreen","time_elapsed","window_resolution"
"0","1","left","no","200","leftarrow","750","true","focus","yes","31310","1280 x 800"
"0","2","right","no","200","rightarrow","515","true","focus","yes","33329","1280 x 800"
"0","3","left","no","200","undefined","NaN","false","focus","yes","36085","1280 x 800"
"0","4","right","no","200","rightarrow","524","true","focus","yes","38113","1280 x 800"
"0","5","left","yes","200","undefined","NaN","true","focus","yes","40869","1280 x 800"
"0","6","right","yes","250","undefined","NaN","true","focus","yes","43626","1280 x 800"
"0","7","right","no","300","rightarrow","540","true","focus","yes","45670","1280 x 800"
"0","8","left","no","300","leftarrow","483","true","focus","yes","47658","1280 x 800"
"0","9","left","no","300","leftarrow","534","true","focus","yes","49696","1280 x 800"
"0","10","left","no","300","leftarrow","597","true","focus","yes","51799","1280 x 800"
"0","11","right","no","300","rightarrow","520","true","focus","yes","53821","1280 x 800"
"0","12","left","no","300","leftarrow","473","true","focus","yes","55798","1280 x 800"
"0","13","left","yes","300","undefined","NaN","true","focus","yes","58554","1280 x 800"
"0","14","right","yes","350","undefined","NaN","true","focus","yes","61311","1280 x 800"
"0","15","right","no","400","rightarrow","442","true","focus","yes","63259","1280 x 800"
"0","16","right","no","400","rightarrow","515","true","focus","yes","65279","1280 x 800"
"0","17","right","no","400","rightarrow","742","true","focus","yes","67526","1280 x 800"
"0","18","right","yes","400","undefined","NaN","true","focus","yes","70282","1280 x 800"
"0","19","left","yes","450","undefined","NaN","true","focus","yes","73038","1280 x 800"
"0","20","right","no","500","rightarrow","692","true","focus","yes","75236","1280 x 800"
"0","21","left","no","500","leftarrow","845","true","focus","yes","77586","1280 x 800"
"0","22","left","no","500","leftarrow","496","true","focus","yes","79586","1280 x 800"
"0","23","left","no","500","leftarrow","548","true","focus","yes","81640","1280 x 800"
"0","24","right","no","500","rightarrow","517","true","focus","yes","83661","1280 x 800"
"0","25","right","no","500","rightarrow","468","true","focus","yes","85634","1280 x 800"
"0","26","left","yes","500","leftarrow","459","false","focus","yes","87599","1280 x 800"
"0","27","right","no","450","rightarrow","680","true","focus","yes","89783","1280 x 800"
"0","28","left","no","450","leftarrow","521","true","focus","yes","91811","1280 x 800"
"0","29","right","no","450","rightarrow","446","true","focus","yes","93761","1280 x 800"
"0","30","left","no","450","leftarrow","449","true","focus","yes","95713","1280 x 800"
"0","31","left","no","450","leftarrow","544","true","focus","yes","97761","1280 x 800"
