"block_i","trial_i","stim","signal","SSD","response","rt","correct","focus","Fullscreen","time_elapsed","window_resolution"
"0","1","left","no","200","leftarrow","513","true","focus","yes","27197","1280 x 800"
"0","2","left","no","200","leftarrow","562","true","focus","yes","29263","1280 x 800"
"0","3","right","no","200","rightarrow","561","true","focus","yes","31329","1280 x 800"
"0","4","right","no","200","rightarrow","625","true","focus","yes","33459","1280 x 800"
"0","5","left","yes","200","leftarrow","413","false","focus","yes","35378","1280 x 800"
"0","6","right","no","150","rightarrow","563","true","focus","yes","37446","1280 x 800"
"0","7","right","yes","150","rightarrow","529","false","focus","yes","39480","1280 x 800"
"0","8","left","no","100","leftarrow","551","true","focus","yes","41536","1280 x 800"
"0","9","left","yes","100","leftarrow","456","false","focus","yes","43497","1280 x 800"
"0","10","right","no","50","rightarrow","446","true","focus","yes","45446","1280 x 800"
"0","11","right","yes","50","rightarrow","489","false","focus","yes","47439","1280 x 800"
"0","12","left","no","50","leftarrow","686","true","focus","yes","49629","1280 x 800"
"0","13","left","no","50","leftarrow","590","true","focus","yes","51724","1280 x 800"
"0","14","left","no","50","leftarrow","643","true","focus","yes","53871","1280 x 800"
"0","15","right","no","50","rightarrow","671","true","focus","yes","56048","1280 x 800"
"0","16","right","no","50","rightarrow","582","true","focus","yes","58136","1280 x 800"
"0","17","left","no","50","leftarrow","520","true","focus","yes","60158","1280 x 800"
"0","18","right","yes","50","undefined","NaN","true","focus","yes","62915","1280 x 800"
"0","19","left","no","100","rightarrow","564","false","focus","yes","64983","1280 x 800"
"0","20","left","yes","100","undefined","NaN","true","focus","yes","67738","1280 x 800"
"0","21","left","no","150","leftarrow","566","true","focus","yes","69810","1280 x 800"
"0","22","right","no","150","rightarrow","720","true","focus","yes","72035","1280 x 800"
"0","23","right","no","150","rightarrow","621","true","focus","yes","74161","1280 x 800"
"0","24","right","no","150","leftarrow","449","false","focus","yes","76114","1280 x 800"
"0","25","left","yes","150","undefined","NaN","true","focus","yes","78868","1280 x 800"
"0","26","left","no","200","leftarrow","695","true","focus","yes","81068","1280 x 800"
"0","27","left","no","200","leftarrow","640","true","focus","yes","83214","1280 x 800"
"0","28","right","no","200","rightarrow","571","true","focus","yes","85290","1280 x 800"
"0","29","left","no","200","leftarrow","514","true","focus","yes","87309","1280 x 800"
"0","30","right","yes","200","undefined","NaN","true","focus","yes","90064","1280 x 800"
"0","31","right","no","250","rightarrow","651","true","focus","yes","92220","1280 x 800"
"0","32","right","no","250","rightarrow","489","true","focus","yes","94213","1280 x 800"
"1","1","left","no","250","leftarrow","506","true","focus","yes","100751","1280 x 800"
"1","2","right","yes","250","rightarrow","326","false","focus","yes","101829","1280 x 800"
"1","3","right","no","200","rightarrow","575","true","focus","yes","103157","1280 x 800"
"1","4","right","no","200","rightarrow","446","true","focus","yes","104355","1280 x 800"
"1","5","left","yes","200","undefined","NaN","true","focus","yes","106360","1280 x 800"
"1","6","right","no","250","rightarrow","506","true","focus","yes","107620","1280 x 800"
"1","7","left","no","250","leftarrow","547","true","focus","yes","108919","1280 x 800"
"1","8","left","no","250","leftarrow","480","true","focus","yes","110153","1280 x 800"
"1","9","left","yes","250","undefined","NaN","true","focus","yes","112157","1280 x 800"
"1","10","left","no","300","leftarrow","753","true","focus","yes","113663","1280 x 800"
"1","11","right","no","300","rightarrow","602","true","focus","yes","115018","1280 x 800"
"1","12","left","no","300","leftarrow","493","true","focus","yes","116263","1280 x 800"
"1","13","right","no","300","rightarrow","460","true","focus","yes","117475","1280 x 800"
"1","14","right","no","300","rightarrow","459","true","focus","yes","118687","1280 x 800"
"1","15","right","yes","300","rightarrow","460","false","focus","yes","119899","1280 x 800"
"1","16","left","no","250","leftarrow","532","true","focus","yes","121184","1280 x 800"
"1","17","left","yes","250","leftarrow","551","false","focus","yes","122488","1280 x 800"
"1","18","left","no","200","leftarrow","592","true","focus","yes","123833","1280 x 800"
"1","19","left","no","200","leftarrow","534","true","focus","yes","125119","1280 x 800"
"1","20","right","no","200","rightarrow","452","true","focus","yes","126324","1280 x 800"
"1","21","right","yes","200","rightarrow","441","false","focus","yes","127518","1280 x 800"
"1","22","right","no","150","rightarrow","598","true","focus","yes","128869","1280 x 800"
"1","23","left","no","150","leftarrow","450","true","focus","yes","130072","1280 x 800"
"1","24","right","no","150","rightarrow","525","true","focus","yes","131348","1280 x 800"
"1","25","right","no","150","rightarrow","516","true","focus","yes","132615","1280 x 800"
"1","26","right","yes","150","undefined","NaN","true","focus","yes","134620","1280 x 800"
"1","27","left","no","200","leftarrow","631","true","focus","yes","136003","1280 x 800"
"1","28","right","no","200","rightarrow","549","true","focus","yes","137306","1280 x 800"
"1","29","left","no","200","leftarrow","543","true","focus","yes","138602","1280 x 800"
"1","30","left","yes","200","leftarrow","372","false","focus","yes","139728","1280 x 800"
"1","31","right","no","150","rightarrow","712","true","focus","yes","141194","1280 x 800"
"1","32","left","no","150","leftarrow","449","true","focus","yes","142394","1280 x 800"
"1","33","left","no","150","leftarrow","854","true","focus","yes","144001","1280 x 800"
"1","34","left","no","150","leftarrow","606","true","focus","yes","145359","1280 x 800"
"1","35","right","no","150","leftarrow","576","false","focus","yes","146687","1280 x 800"
"1","36","left","no","150","leftarrow","671","true","focus","yes","148111","1280 x 800"
"1","37","left","yes","150","leftarrow","344","false","focus","yes","149208","1280 x 800"
"1","38","right","no","100","rightarrow","581","true","focus","yes","150541","1280 x 800"
"1","39","right","yes","100","undefined","NaN","true","focus","yes","152544","1280 x 800"
"1","40","right","no","150","rightarrow","663","true","focus","yes","153960","1280 x 800"
"1","41","right","no","150","undefined","NaN","false","focus","yes","155963","1280 x 800"
"1","42","right","no","150","undefined","NaN","false","focus","yes","157968","1280 x 800"
"1","43","left","no","150","leftarrow","576","true","focus","yes","159298","1280 x 800"
"1","44","left","no","150","leftarrow","452","true","focus","yes","160501","1280 x 800"
"1","45","left","yes","150","leftarrow","432","false","focus","yes","161685","1280 x 800"
"1","46","right","yes","100","undefined","NaN","true","focus","yes","163688","1280 x 800"
"1","47","left","no","150","leftarrow","585","true","focus","yes","165025","1280 x 800"
"1","48","right","no","150","rightarrow","486","true","focus","yes","166265","1280 x 800"
"1","49","right","no","150","rightarrow","591","true","focus","yes","167607","1280 x 800"
"1","50","left","no","150","leftarrow","484","true","focus","yes","168843","1280 x 800"
"1","51","left","yes","150","undefined","NaN","true","focus","yes","170845","1280 x 800"
"1","52","right","no","200","rightarrow","659","true","focus","yes","172257","1280 x 800"
"1","53","left","no","200","leftarrow","685","true","focus","yes","173694","1280 x 800"
"1","54","right","no","200","rightarrow","468","true","focus","yes","174916","1280 x 800"
"1","55","right","yes","200","undefined","NaN","true","focus","yes","176921","1280 x 800"
"1","56","left","no","250","leftarrow","794","true","focus","yes","178469","1280 x 800"
"1","57","left","no","250","leftarrow","578","true","focus","yes","179800","1280 x 800"
"1","58","left","no","250","leftarrow","472","true","focus","yes","181024","1280 x 800"
"1","59","right","no","250","rightarrow","489","true","focus","yes","182266","1280 x 800"
"1","60","right","yes","250","undefined","NaN","true","focus","yes","184269","1280 x 800"
"1","61","right","no","300","rightarrow","804","true","focus","yes","185827","1280 x 800"
"1","62","right","no","300","rightarrow","581","true","focus","yes","187160","1280 x 800"
"1","63","left","yes","300","leftarrow","536","false","focus","yes","188450","1280 x 800"
"1","64","left","no","250","leftarrow","704","true","focus","yes","189907","1280 x 800"
"2","1","right","no","250","rightarrow","513","true","focus","yes","195753","1280 x 800"
"2","2","right","no","250","rightarrow","510","true","focus","yes","197015","1280 x 800"
"2","3","right","no","250","rightarrow","571","true","focus","yes","198339","1280 x 800"
"2","4","right","yes","250","rightarrow","484","false","focus","yes","199575","1280 x 800"
"2","5","left","no","200","leftarrow","527","true","focus","yes","200855","1280 x 800"
"2","6","left","no","200","leftarrow","550","true","focus","yes","202157","1280 x 800"
"2","7","left","no","200","leftarrow","553","true","focus","yes","203464","1280 x 800"
"2","8","left","yes","200","undefined","NaN","true","focus","yes","205470","1280 x 800"
"2","9","left","no","250","undefined","NaN","false","focus","yes","207476","1280 x 800"
"2","10","right","yes","250","undefined","NaN","true","focus","yes","209479","1280 x 800"
"2","11","left","no","300","leftarrow","502","true","focus","yes","210735","1280 x 800"
"2","12","right","no","300","rightarrow","986","true","focus","yes","212474","1280 x 800"
"2","13","right","no","300","rightarrow","595","true","focus","yes","213820","1280 x 800"
"2","14","left","no","300","leftarrow","567","true","focus","yes","215139","1280 x 800"
"2","15","right","no","300","rightarrow","451","true","focus","yes","216343","1280 x 800"
"2","16","left","yes","300","leftarrow","519","false","focus","yes","217614","1280 x 800"
"2","17","right","no","250","rightarrow","506","true","focus","yes","218873","1280 x 800"
"2","18","left","yes","250","leftarrow","531","false","focus","yes","220156","1280 x 800"
"2","19","left","no","200","leftarrow","619","true","focus","yes","221529","1280 x 800"
"2","20","left","no","200","leftarrow","604","true","focus","yes","222887","1280 x 800"
"2","21","right","yes","200","undefined","NaN","true","focus","yes","224891","1280 x 800"
"2","22","left","no","250","leftarrow","643","true","focus","yes","226289","1280 x 800"
"2","23","right","no","250","rightarrow","614","true","focus","yes","227655","1280 x 800"
"2","24","right","no","250","rightarrow","529","true","focus","yes","228937","1280 x 800"
"2","25","left","yes","250","leftarrow","450","false","focus","yes","230138","1280 x 800"
"2","26","right","no","200","rightarrow","507","true","focus","yes","231397","1280 x 800"
"2","27","left","no","200","leftarrow","495","true","focus","yes","232644","1280 x 800"
"2","28","right","no","200","rightarrow","493","true","focus","yes","233889","1280 x 800"
"2","29","left","no","200","leftarrow","458","true","focus","yes","235100","1280 x 800"
"2","30","right","yes","200","undefined","NaN","true","focus","yes","237104","1280 x 800"
"2","31","right","no","250","rightarrow","583","true","focus","yes","238441","1280 x 800"
"2","32","left","no","250","leftarrow","492","true","focus","yes","239686","1280 x 800"
"2","33","left","no","250","leftarrow","490","true","focus","yes","240928","1280 x 800"
"2","34","right","no","250","rightarrow","634","true","focus","yes","242314","1280 x 800"
"2","35","right","no","250","rightarrow","739","true","focus","yes","243807","1280 x 800"
"2","36","right","no","250","rightarrow","483","true","focus","yes","245042","1280 x 800"
"2","37","right","yes","250","rightarrow","435","false","focus","yes","246231","1280 x 800"
"2","38","left","no","200","rightarrow","576","false","focus","yes","247559","1280 x 800"
"2","39","left","no","200","leftarrow","805","true","focus","yes","249117","1280 x 800"
"2","40","left","yes","200","leftarrow","453","false","focus","yes","250322","1280 x 800"
"2","41","left","no","150","leftarrow","720","true","focus","yes","251796","1280 x 800"
"2","42","right","no","150","rightarrow","603","true","focus","yes","253152","1280 x 800"
"2","43","left","yes","150","undefined","NaN","true","focus","yes","255156","1280 x 800"
"2","44","right","no","200","leftarrow","543","false","focus","yes","256452","1280 x 800"
"2","45","left","no","200","leftarrow","626","true","focus","yes","257830","1280 x 800"
"2","46","left","no","200","leftarrow","477","true","focus","yes","259060","1280 x 800"
"2","47","right","no","200","rightarrow","479","true","focus","yes","260291","1280 x 800"
"2","48","right","yes","200","undefined","NaN","true","focus","yes","262296","1280 x 800"
"2","49","right","yes","250","rightarrow","451","false","focus","yes","263501","1280 x 800"
"2","50","right","no","200","rightarrow","492","true","focus","yes","264746","1280 x 800"
"2","51","left","no","200","leftarrow","570","true","focus","yes","266068","1280 x 800"
"2","52","right","no","200","rightarrow","616","true","focus","yes","267437","1280 x 800"
"2","53","left","yes","200","leftarrow","458","false","focus","yes","268648","1280 x 800"
"2","54","right","no","150","leftarrow","652","false","focus","yes","270052","1280 x 800"
"2","55","left","no","150","leftarrow","644","true","focus","yes","271447","1280 x 800"
"2","56","left","no","150","leftarrow","636","true","focus","yes","272837","1280 x 800"
"2","57","right","yes","150","undefined","NaN","true","focus","yes","274842","1280 x 800"
"2","58","left","yes","200","undefined","NaN","true","focus","yes","276845","1280 x 800"
"2","59","right","no","250","rightarrow","629","true","focus","yes","278227","1280 x 800"
"2","60","left","no","250","leftarrow","767","true","focus","yes","279747","1280 x 800"
"2","61","left","no","250","leftarrow","515","true","focus","yes","281015","1280 x 800"
"2","62","left","no","250","leftarrow","639","true","focus","yes","282406","1280 x 800"
"2","63","right","no","250","rightarrow","687","true","focus","yes","283846","1280 x 800"
"2","64","right","no","250","rightarrow","796","true","focus","yes","285396","1280 x 800"
"3","1","left","no","250","leftarrow","648","true","focus","yes","291382","1280 x 800"
