"block_i","trial_i","stim","signal","SSD","response","rt","correct","focus","Fullscreen","time_elapsed","window_resolution"
"0","1","left","yes","200","undefined","NaN","true","focus","yes","31961","1280 x 800"
"0","2","left","no","250","leftarrow","797","true","focus","yes","34261","1280 x 800"
"0","3","right","no","250","rightarrow","481","true","focus","yes","36246","1280 x 800"
"0","4","right","yes","250","undefined","NaN","true","focus","yes","39001","1280 x 800"
"0","5","left","no","300","leftarrow","733","true","focus","yes","41239","1280 x 800"
"0","6","right","no","300","rightarrow","468","true","focus","yes","43212","1280 x 800"
"0","7","right","no","300","rightarrow","530","true","focus","yes","45249","1280 x 800"
"0","8","left","no","300","leftarrow","471","true","focus","yes","47224","1280 x 800"
"0","9","left","yes","300","leftarrow","457","false","focus","yes","49186","1280 x 800"
"0","10","right","no","250","rightarrow","662","true","focus","yes","51351","1280 x 800"
"0","11","right","no","250","rightarrow","618","true","focus","yes","53473","1280 x 800"
"0","12","left","no","250","leftarrow","548","true","focus","yes","55523","1280 x 800"
"0","13","right","yes","250","undefined","NaN","true","focus","yes","58277","1280 x 800"
"0","14","left","no","300","leftarrow","547","true","focus","yes","60328","1280 x 800"
"0","15","left","no","300","leftarrow","488","true","focus","yes","62319","1280 x 800"
"0","16","right","no","300","rightarrow","416","true","focus","yes","64239","1280 x 800"
"0","17","left","yes","300","leftarrow","455","false","focus","yes","66197","1280 x 800"
"0","18","left","no","250","leftarrow","552","true","focus","yes","68254","1280 x 800"
"0","19","right","no","250","leftarrow","664","false","focus","yes","70422","1280 x 800"
"0","20","right","no","250","rightarrow","663","true","focus","yes","72590","1280 x 800"
"0","21","left","no","250","leftarrow","816","true","focus","yes","74912","1280 x 800"
"0","22","right","yes","250","undefined","NaN","true","focus","yes","77667","1280 x 800"
"0","23","right","no","300","rightarrow","637","true","focus","yes","79808","1280 x 800"
"0","24","left","no","300","leftarrow","848","true","focus","yes","82161","1280 x 800"
"0","25","left","no","300","leftarrow","594","true","focus","yes","84260","1280 x 800"
"0","26","left","yes","300","leftarrow","469","false","focus","yes","86234","1280 x 800"
"0","27","left","no","250","leftarrow","904","true","focus","yes","88643","1280 x 800"
"0","28","right","yes","250","undefined","NaN","true","focus","yes","91400","1280 x 800"
"0","29","right","no","300","rightarrow","616","true","focus","yes","93521","1280 x 800"
"0","30","right","no","300","rightarrow","659","true","focus","yes","95684","1280 x 800"
"0","31","right","no","300","rightarrow","751","true","focus","yes","97941","1280 x 800"
"0","32","left","no","300","leftarrow","799","true","focus","yes","100244","1280 x 800"
"1","1","left","no","300","rightarrow","496","false","focus","yes","106771","1280 x 800"
"1","2","right","yes","300","undefined","NaN","true","focus","yes","108775","1280 x 800"
"1","3","left","no","350","leftarrow","557","true","focus","yes","110085","1280 x 800"
"1","4","left","no","350","leftarrow","699","true","focus","yes","111538","1280 x 800"
"1","5","right","no","350","rightarrow","619","true","focus","yes","112910","1280 x 800"
"1","6","left","yes","350","leftarrow","501","false","focus","yes","114164","1280 x 800"
"1","7","right","no","300","rightarrow","612","true","focus","yes","115529","1280 x 800"
"1","8","right","no","300","rightarrow","536","true","focus","yes","116818","1280 x 800"
"1","9","right","no","300","rightarrow","394","true","focus","yes","117966","1280 x 800"
"1","10","right","no","300","rightarrow","513","true","focus","yes","119231","1280 x 800"
"1","11","left","no","300","leftarrow","396","true","focus","yes","120379","1280 x 800"
"1","12","right","yes","300","undefined","NaN","true","focus","yes","122383","1280 x 800"
"1","13","left","yes","350","undefined","NaN","true","focus","yes","124389","1280 x 800"
"1","14","right","no","400","rightarrow","659","true","focus","yes","125801","1280 x 800"
"1","15","left","no","400","rightarrow","705","false","focus","yes","127259","1280 x 800"
"1","16","left","no","400","leftarrow","735","true","focus","yes","128747","1280 x 800"
"1","17","left","no","400","leftarrow","610","true","focus","yes","130110","1280 x 800"
"1","18","left","no","400","rightarrow","613","false","focus","yes","131476","1280 x 800"
"1","19","left","no","400","leftarrow","572","true","focus","yes","132801","1280 x 800"
"1","20","left","yes","400","undefined","NaN","true","focus","yes","134805","1280 x 800"
"1","21","right","no","450","rightarrow","397","true","focus","yes","135954","1280 x 800"
"1","22","right","no","450","rightarrow","598","true","focus","yes","137304","1280 x 800"
"1","23","right","no","450","rightarrow","570","true","focus","yes","138628","1280 x 800"
"1","24","right","yes","450","rightarrow","499","false","focus","yes","139881","1280 x 800"
"1","25","right","no","400","rightarrow","612","true","focus","yes","141245","1280 x 800"
"1","26","right","yes","400","leftarrow","590","false","focus","yes","142588","1280 x 800"
"1","27","right","no","350","rightarrow","563","true","focus","yes","143904","1280 x 800"
"1","28","left","no","350","leftarrow","568","true","focus","yes","145226","1280 x 800"
"1","29","right","no","350","rightarrow","472","true","focus","yes","146452","1280 x 800"
"1","30","left","no","350","leftarrow","944","true","focus","yes","148147","1280 x 800"
"1","31","left","yes","350","leftarrow","487","false","focus","yes","149387","1280 x 800"
"1","32","left","no","300","leftarrow","642","true","focus","yes","150782","1280 x 800"
"1","33","right","no","300","rightarrow","490","true","focus","yes","152025","1280 x 800"
"1","34","left","yes","300","leftarrow","429","false","focus","yes","153207","1280 x 800"
"1","35","right","no","250","rightarrow","550","true","focus","yes","154510","1280 x 800"
"1","36","right","no","250","rightarrow","446","true","focus","yes","155709","1280 x 800"
"1","37","left","no","250","leftarrow","742","true","focus","yes","157205","1280 x 800"
