"block_i","trial_i","stim","signal","SSD","response","rt","correct","focus","Fullscreen","time_elapsed","window_resolution"
"0","1","left","no","200","leftarrow","554","true","focus","yes","24608","1280 x 800"
"0","2","left","no","200","leftarrow","798","true","focus","yes","26914","1280 x 800"
"0","3","right","no","200","rightarrow","554","true","focus","yes","28976","1280 x 800"
"0","4","right","yes","200","undefined","NaN","true","focus","yes","31732","1280 x 800"
"0","5","left","yes","250","leftarrow","456","false","focus","yes","33695","1280 x 800"
"0","6","left","no","200","leftarrow","621","true","focus","yes","35824","1280 x 800"
"0","7","right","no","200","rightarrow","511","true","focus","yes","37841","1280 x 800"
"0","8","right","no","200","rightarrow","547","true","focus","yes","39892","1280 x 800"
"0","9","left","no","200","leftarrow","637","true","focus","yes","42035","1280 x 800"
"0","10","right","no","200","rightarrow","590","true","focus","yes","44130","1280 x 800"
"0","11","right","no","200","leftarrow","732","false","focus","yes","46367","1280 x 800"
"0","12","left","yes","200","leftarrow","525","false","focus","yes","48399","1280 x 800"
"0","13","right","yes","150","undefined","NaN","true","focus","yes","51156","1280 x 800"
"0","14","left","no","200","leftarrow","496","true","focus","yes","53159","1280 x 800"
"0","15","right","no","200","rightarrow","495","true","focus","yes","55157","1280 x 800"
"0","16","left","no","200","leftarrow","538","true","focus","yes","57200","1280 x 800"
"0","17","right","no","200","rightarrow","604","true","focus","yes","59310","1280 x 800"
"0","18","left","no","200","leftarrow","544","true","focus","yes","61360","1280 x 800"
"0","19","right","yes","200","rightarrow","424","false","focus","yes","63291","1280 x 800"
"0","20","left","yes","150","leftarrow","467","false","focus","yes","65265","1280 x 800"
"0","21","right","no","100","leftarrow","541","false","focus","yes","67312","1280 x 800"
"0","22","right","no","100","rightarrow","585","true","focus","yes","69402","1280 x 800"
"0","23","left","no","100","leftarrow","519","true","focus","yes","71425","1280 x 800"
"0","24","left","no","100","leftarrow","511","true","focus","yes","73440","1280 x 800"
"0","25","left","no","100","leftarrow","421","true","focus","yes","75366","1280 x 800"
"0","26","right","no","100","rightarrow","532","true","focus","yes","77403","1280 x 800"
"0","27","left","no","100","leftarrow","483","true","focus","yes","79395","1280 x 800"
"0","28","left","yes","100","undefined","NaN","true","focus","yes","82153","1280 x 800"
"0","29","left","no","150","leftarrow","498","true","focus","yes","84157","1280 x 800"
"0","30","right","no","150","rightarrow","486","true","focus","yes","86147","1280 x 800"
"0","31","right","yes","150","rightarrow","490","false","focus","yes","88142","1280 x 800"
"0","32","right","no","100","rightarrow","502","true","focus","yes","90150","1280 x 800"
"1","1","left","no","100","leftarrow","558","true","focus","yes","96737","1280 x 800"
"1","2","right","no","100","rightarrow","492","true","focus","yes","97982","1280 x 800"
