"block_i","trial_i","stim","signal","SSD","response","rt","correct","focus","Fullscreen","time_elapsed","window_resolution"
"0","1","left","no","200","leftarrow","483","true","focus","yes","24808","1280 x 800"
"0","2","right","no","200","rightarrow","485","true","focus","yes","26798","1280 x 800"
"0","3","left","no","200","leftarrow","592","true","focus","yes","28892","1280 x 800"
"0","4","left","yes","200","undefined","NaN","true","focus","yes","31644","1280 x 800"
"0","5","right","no","250","rightarrow","539","true","focus","yes","33685","1280 x 800"
"0","6","right","yes","250","rightarrow","431","false","focus","yes","35620","1280 x 800"
"0","7","right","no","200","rightarrow","538","true","focus","yes","37661","1280 x 800"
"0","8","left","no","200","leftarrow","398","true","focus","yes","39563","1280 x 800"
"0","9","left","no","200","leftarrow","553","true","focus","yes","41621","1280 x 800"
"0","10","left","no","200","leftarrow","593","true","focus","yes","43719","1280 x 800"
"0","11","left","yes","200","leftarrow","421","false","focus","yes","45643","1280 x 800"
"0","12","left","no","150","leftarrow","587","true","focus","yes","47735","1280 x 800"
"0","13","right","no","150","rightarrow","591","true","focus","yes","49831","1280 x 800"
"0","14","right","no","150","rightarrow","412","true","focus","yes","51747","1280 x 800"
"0","15","right","yes","150","undefined","NaN","true","focus","yes","54501","1280 x 800"
"0","16","right","no","200","rightarrow","558","true","focus","yes","56564","1280 x 800"
"0","17","left","yes","200","undefined","NaN","true","focus","yes","59319","1280 x 800"
"0","18","right","yes","250","rightarrow","514","false","focus","yes","61339","1280 x 800"
"0","19","right","no","200","rightarrow","571","true","focus","yes","63413","1280 x 800"
"0","20","left","no","200","leftarrow","718","true","focus","yes","65635","1280 x 800"
"0","21","left","no","200","leftarrow","548","true","focus","yes","67687","1280 x 800"
"0","22","left","no","200","leftarrow","579","true","focus","yes","69769","1280 x 800"
"0","23","right","no","200","rightarrow","566","true","focus","yes","71840","1280 x 800"
"0","24","right","no","200","rightarrow","486","true","focus","yes","73830","1280 x 800"
"0","25","right","yes","200","undefined","NaN","true","focus","yes","76586","1280 x 800"
"0","26","right","no","250","rightarrow","732","true","focus","yes","78822","1280 x 800"
"0","27","left","yes","250","undefined","NaN","true","focus","yes","81577","1280 x 800"
"0","28","right","no","300","rightarrow","697","true","focus","yes","83779","1280 x 800"
"0","29","left","no","300","leftarrow","547","true","focus","yes","85830","1280 x 800"
"0","30","left","no","300","leftarrow","498","true","focus","yes","87832","1280 x 800"
"0","31","left","no","300","leftarrow","534","true","focus","yes","89869","1280 x 800"
"0","32","right","no","300","rightarrow","531","true","focus","yes","91905","1280 x 800"
"1","1","right","no","300","rightarrow","872","true","focus","yes","98814","1280 x 800"
"1","2","right","no","300","rightarrow","1111","true","focus","yes","100679","1280 x 800"
"1","3","left","yes","300","undefined","NaN","true","focus","yes","102684","1280 x 800"
"1","4","left","no","350","leftarrow","631","true","focus","yes","104067","1280 x 800"
"1","5","left","no","350","leftarrow","522","true","focus","yes","105341","1280 x 800"
"1","6","right","yes","350","rightarrow","365","false","focus","yes","106459","1280 x 800"
"1","7","left","no","300","leftarrow","385","true","focus","yes","107597","1280 x 800"
"1","8","right","no","300","rightarrow","968","true","focus","yes","109318","1280 x 800"
"1","9","left","no","300","leftarrow","535","true","focus","yes","110606","1280 x 800"
"1","10","left","no","300","leftarrow","425","true","focus","yes","111784","1280 x 800"
"1","11","right","yes","300","undefined","NaN","true","focus","yes","113787","1280 x 800"
"1","12","left","yes","350","leftarrow","424","false","focus","yes","114965","1280 x 800"
"1","13","right","no","300","rightarrow","537","true","focus","yes","116254","1280 x 800"
"1","14","left","no","300","leftarrow","563","true","focus","yes","117569","1280 x 800"
"1","15","right","no","300","rightarrow","551","true","focus","yes","118874","1280 x 800"
"1","16","right","no","300","rightarrow","500","true","focus","yes","120127","1280 x 800"
"1","17","left","yes","300","leftarrow","530","false","focus","yes","121409","1280 x 800"
"1","18","left","no","250","leftarrow","528","true","focus","yes","122690","1280 x 800"
"1","19","right","no","250","rightarrow","544","true","focus","yes","123986","1280 x 800"
"1","20","right","no","250","rightarrow","598","true","focus","yes","125336","1280 x 800"
"1","21","right","yes","250","undefined","NaN","true","focus","yes","127340","1280 x 800"
"1","22","right","no","300","rightarrow","476","true","focus","yes","128569","1280 x 800"
"1","23","left","no","300","leftarrow","462","true","focus","yes","129784","1280 x 800"
