"block_i","trial_i","stim","signal","SSD","response","rt","correct","focus","Fullscreen","time_elapsed","window_resolution"
"0","1","right","no","200","rightarrow","703","true","focus","yes","24773","1280 x 800"
"0","2","right","no","200","rightarrow","578","true","focus","yes","26855","1280 x 800"
"0","3","right","yes","200","undefined","NaN","true","focus","yes","29610","1280 x 800"
"0","4","left","no","250","leftarrow","633","true","focus","yes","31748","1280 x 800"
"0","5","left","yes","250","undefined","NaN","true","focus","yes","34504","1280 x 800"
"0","6","left","no","300","leftarrow","631","true","focus","yes","36640","1280 x 800"
"0","7","right","no","300","rightarrow","730","true","focus","yes","38874","1280 x 800"
"0","8","left","no","300","undefined","NaN","false","focus","yes","41629","1280 x 800"
"0","9","left","no","300","leftarrow","632","true","focus","yes","43766","1280 x 800"
"0","10","left","no","300","leftarrow","615","true","focus","yes","45884","1280 x 800"
"0","11","left","no","300","leftarrow","585","true","focus","yes","47976","1280 x 800"
"0","12","right","no","300","rightarrow","548","true","focus","yes","50029","1280 x 800"
"0","13","right","no","300","rightarrow","635","true","focus","yes","52167","1280 x 800"
"0","14","right","no","300","rightarrow","569","true","focus","yes","54241","1280 x 800"
"0","15","right","yes","300","undefined","NaN","true","focus","yes","56995","1280 x 800"
"0","16","left","yes","350","undefined","NaN","true","focus","yes","59751","1280 x 800"
"0","17","left","no","400","leftarrow","708","true","focus","yes","61962","1280 x 800"
"0","18","left","no","400","leftarrow","501","true","focus","yes","63967","1280 x 800"
"0","19","right","no","400","rightarrow","574","true","focus","yes","66046","1280 x 800"
"0","20","left","yes","400","undefined","NaN","true","focus","yes","68801","1280 x 800"
"0","21","right","no","450","rightarrow","525","true","focus","yes","70830","1280 x 800"
"0","22","left","no","450","leftarrow","685","true","focus","yes","73018","1280 x 800"
"0","23","right","yes","450","rightarrow","463","false","focus","yes","74985","1280 x 800"
"0","24","right","no","400","rightarrow","703","true","focus","yes","77193","1280 x 800"
"0","25","left","no","400","leftarrow","727","true","focus","yes","79424","1280 x 800"
"0","26","left","yes","400","undefined","NaN","true","focus","yes","82180","1280 x 800"
"0","27","right","yes","450","rightarrow","473","false","focus","yes","84157","1280 x 800"
"0","28","left","no","400","leftarrow","583","true","focus","yes","86245","1280 x 800"
"0","29","left","no","400","leftarrow","544","true","focus","yes","88295","1280 x 800"
"0","30","right","no","400","rightarrow","671","true","focus","yes","90470","1280 x 800"
"0","31","right","no","400","rightarrow","768","true","focus","yes","92741","1280 x 800"
"0","32","right","no","400","rightarrow","579","true","focus","yes","94824","1280 x 800"
"1","1","left","no","400","leftarrow","535","true","focus","yes","101379","1280 x 800"
"1","2","right","yes","400","undefined","NaN","true","focus","yes","103382","1280 x 800"
"1","3","right","no","450","rightarrow","548","true","focus","yes","104684","1280 x 800"
"1","4","left","no","450","leftarrow","685","true","focus","yes","106121","1280 x 800"
"1","5","right","no","450","rightarrow","504","true","focus","yes","107377","1280 x 800"
"1","6","right","no","450","rightarrow","538","true","focus","yes","108667","1280 x 800"
"1","7","left","no","450","leftarrow","618","true","focus","yes","110038","1280 x 800"
"1","8","left","yes","450","leftarrow","517","false","focus","yes","111306","1280 x 800"
"1","9","left","no","400","leftarrow","666","true","focus","yes","112725","1280 x 800"
"1","10","left","no","400","leftarrow","608","true","focus","yes","114086","1280 x 800"
"1","11","right","yes","400","rightarrow","553","false","focus","yes","115392","1280 x 800"
"1","12","right","no","350","rightarrow","839","true","focus","yes","116985","1280 x 800"
"1","13","left","yes","350","leftarrow","537","false","focus","yes","118274","1280 x 800"
"1","14","right","no","300","rightarrow","687","true","focus","yes","119714","1280 x 800"
"1","15","left","no","300","leftarrow","669","true","focus","yes","121135","1280 x 800"
"1","16","right","no","300","rightarrow","483","true","focus","yes","122371","1280 x 800"
"1","17","left","no","300","leftarrow","909","true","focus","yes","124032","1280 x 800"
"1","18","left","no","300","leftarrow","594","true","focus","yes","125379","1280 x 800"
"1","19","right","yes","300","undefined","NaN","true","focus","yes","127381","1280 x 800"
"1","20","left","no","350","leftarrow","605","true","focus","yes","128740","1280 x 800"
"1","21","left","yes","350","undefined","NaN","true","focus","yes","130745","1280 x 800"
"1","22","right","no","400","rightarrow","550","true","focus","yes","132047","1280 x 800"
"1","23","right","no","400","rightarrow","526","true","focus","yes","133325","1280 x 800"
"1","24","right","no","400","rightarrow","585","true","focus","yes","134663","1280 x 800"
"1","25","left","no","400","leftarrow","566","true","focus","yes","135983","1280 x 800"
"1","26","left","yes","400","undefined","NaN","true","focus","yes","137986","1280 x 800"
"1","27","right","no","450","rightarrow","670","true","focus","yes","139409","1280 x 800"
"1","28","right","yes","450","rightarrow","715","false","focus","yes","140877","1280 x 800"
"1","29","right","no","400","rightarrow","604","true","focus","yes","142234","1280 x 800"
"1","30","left","no","400","leftarrow","515","true","focus","yes","143502","1280 x 800"
"1","31","left","no","400","leftarrow","465","true","focus","yes","144720","1280 x 800"
"1","32","right","no","400","rightarrow","483","true","focus","yes","145955","1280 x 800"
"1","33","right","no","400","rightarrow","528","true","focus","yes","147236","1280 x 800"
"1","34","right","no","400","rightarrow","432","true","focus","yes","148420","1280 x 800"
"1","35","right","yes","400","undefined","NaN","true","focus","yes","150425","1280 x 800"
"1","36","left","no","450","leftarrow","542","true","focus","yes","151720","1280 x 800"
"1","37","right","no","450","rightarrow","586","true","focus","yes","153058","1280 x 800"
"1","38","left","no","450","leftarrow","550","true","focus","yes","154360","1280 x 800"
"1","39","left","no","450","leftarrow","812","true","focus","yes","155925","1280 x 800"
"1","40","left","yes","450","leftarrow","557","false","focus","yes","157235","1280 x 800"
"1","41","right","no","400","rightarrow","519","true","focus","yes","158507","1280 x 800"
"1","42","left","no","400","leftarrow","560","true","focus","yes","159819","1280 x 800"
"1","43","left","yes","400","undefined","NaN","true","focus","yes","161822","1280 x 800"
"1","44","left","no","450","leftarrow","662","true","focus","yes","163238","1280 x 800"
"1","45","left","no","450","leftarrow","681","true","focus","yes","164672","1280 x 800"
"1","46","right","no","450","rightarrow","630","true","focus","yes","166054","1280 x 800"
"1","47","right","yes","450","rightarrow","547","false","focus","yes","167354","1280 x 800"
"1","48","right","no","400","rightarrow","750","true","focus","yes","168858","1280 x 800"
"1","49","left","no","400","leftarrow","664","true","focus","yes","170275","1280 x 800"
"1","50","right","no","400","rightarrow","667","true","focus","yes","171695","1280 x 800"
"1","51","right","yes","400","rightarrow","495","false","focus","yes","172942","1280 x 800"
"1","52","left","no","350","rightarrow","553","false","focus","yes","174248","1280 x 800"
"1","53","left","no","350","leftarrow","663","true","focus","yes","175662","1280 x 800"
"1","54","right","no","350","rightarrow","669","true","focus","yes","177083","1280 x 800"
"1","55","right","no","350","rightarrow","520","true","focus","yes","178356","1280 x 800"
"1","56","left","yes","350","undefined","NaN","true","focus","yes","180361","1280 x 800"
"1","57","right","no","400","rightarrow","594","true","focus","yes","181710","1280 x 800"
"1","58","left","no","400","leftarrow","642","true","focus","yes","183106","1280 x 800"
"1","59","left","no","400","leftarrow","557","true","focus","yes","184417","1280 x 800"
"1","60","right","yes","400","undefined","NaN","true","focus","yes","186422","1280 x 800"
"1","61","right","no","450","rightarrow","572","true","focus","yes","187747","1280 x 800"
"1","62","left","yes","450","leftarrow","510","false","focus","yes","189009","1280 x 800"
"1","63","right","no","400","rightarrow","626","true","focus","yes","190387","1280 x 800"
"1","64","left","no","400","leftarrow","569","true","focus","yes","191709","1280 x 800"
"2","1","left","no","400","leftarrow","456","true","focus","yes","197488","1280 x 800"
"2","2","right","no","400","rightarrow","373","true","focus","yes","198615","1280 x 800"
"2","3","right","no","400","rightarrow","533","true","focus","yes","199901","1280 x 800"
"2","4","right","no","400","rightarrow","576","true","focus","yes","201229","1280 x 800"
"2","5","left","no","400","leftarrow","781","true","focus","yes","202763","1280 x 800"
"2","6","right","yes","400","undefined","NaN","true","focus","yes","204768","1280 x 800"
"2","7","left","no","450","leftarrow","856","true","focus","yes","206378","1280 x 800"
"2","8","left","yes","450","leftarrow","635","false","focus","yes","207766","1280 x 800"
"2","9","right","yes","400","rightarrow","537","false","focus","yes","209056","1280 x 800"
"2","10","left","yes","350","undefined","NaN","true","focus","yes","211059","1280 x 800"
"2","11","left","no","400","leftarrow","591","true","focus","yes","212403","1280 x 800"
"2","12","right","no","400","rightarrow","622","true","focus","yes","213779","1280 x 800"
"2","13","right","no","400","rightarrow","590","true","focus","yes","215121","1280 x 800"
"2","14","left","no","400","leftarrow","680","true","focus","yes","216553","1280 x 800"
"2","15","right","no","400","rightarrow","597","true","focus","yes","217901","1280 x 800"
"2","16","left","no","400","leftarrow","871","true","focus","yes","219526","1280 x 800"
"2","17","right","no","400","rightarrow","595","true","focus","yes","220875","1280 x 800"
"2","18","right","yes","400","undefined","NaN","true","focus","yes","222878","1280 x 800"
"2","19","left","no","450","leftarrow","587","true","focus","yes","224217","1280 x 800"
"2","20","left","yes","450","leftarrow","506","false","focus","yes","225476","1280 x 800"
"2","21","right","no","400","rightarrow","557","true","focus","yes","226785","1280 x 800"
"2","22","left","no","400","leftarrow","553","true","focus","yes","228091","1280 x 800"
"2","23","right","no","400","rightarrow","587","true","focus","yes","229429","1280 x 800"
"2","24","left","no","400","leftarrow","726","true","focus","yes","230909","1280 x 800"
"2","25","right","yes","400","rightarrow","618","false","focus","yes","232279","1280 x 800"
"2","26","left","no","350","leftarrow","591","true","focus","yes","233622","1280 x 800"
"2","27","left","no","350","leftarrow","642","true","focus","yes","235017","1280 x 800"
"2","28","right","no","350","leftarrow","835","false","focus","yes","236605","1280 x 800"
"2","29","right","no","350","rightarrow","556","true","focus","yes","237913","1280 x 800"
"2","30","right","no","350","rightarrow","569","true","focus","yes","239234","1280 x 800"
"2","31","left","no","350","leftarrow","730","true","focus","yes","240717","1280 x 800"
"2","32","left","yes","350","undefined","NaN","true","focus","yes","242722","1280 x 800"
"2","33","left","no","400","leftarrow","644","true","focus","yes","244120","1280 x 800"
"2","34","left","no","400","leftarrow","601","true","focus","yes","245475","1280 x 800"
"2","35","right","no","400","rightarrow","638","true","focus","yes","246864","1280 x 800"
"2","36","right","no","400","rightarrow","510","true","focus","yes","248127","1280 x 800"
"2","37","right","yes","400","undefined","NaN","true","focus","yes","250132","1280 x 800"
"2","38","left","no","450","leftarrow","637","true","focus","yes","251523","1280 x 800"
"2","39","right","no","450","rightarrow","407","true","focus","yes","252683","1280 x 800"
"2","40","left","yes","450","undefined","NaN","true","focus","yes","254688","1280 x 800"
