"block_i","trial_i","stim","signal","SSD","response","rt","correct","focus","Fullscreen","time_elapsed","window_resolution"
"0","1","right","no","200","rightarrow","919","true","focus","yes","28167","1280 x 800"
"0","2","left","no","200","leftarrow","762","true","focus","yes","30434","1280 x 800"
"0","3","right","no","200","rightarrow","773","true","focus","yes","32711","1280 x 800"
"0","4","left","no","200","leftarrow","797","true","focus","yes","35011","1280 x 800"
"0","5","right","yes","200","undefined","NaN","true","focus","yes","37765","1280 x 800"
"0","6","right","no","250","rightarrow","757","true","focus","yes","40027","1280 x 800"
"0","7","left","yes","250","undefined","NaN","true","focus","yes","42783","1280 x 800"
"0","8","left","no","300","leftarrow","546","true","focus","yes","44833","1280 x 800"
"0","9","right","no","300","rightarrow","1118","true","focus","yes","47454","1280 x 800"
"0","10","right","no","300","rightarrow","525","true","focus","yes","49484","1280 x 800"
"0","11","left","no","300","leftarrow","628","true","focus","yes","51616","1280 x 800"
"0","12","left","no","300","leftarrow","560","true","focus","yes","53681","1280 x 800"
"0","13","right","no","300","rightarrow","878","true","focus","yes","56064","1280 x 800"
"0","14","left","yes","300","undefined","NaN","true","focus","yes","58820","1280 x 800"
"0","15","left","no","350","leftarrow","596","true","focus","yes","60921","1280 x 800"
"0","16","right","yes","350","rightarrow","578","false","focus","yes","63003","1280 x 800"
"0","17","right","no","300","rightarrow","575","true","focus","yes","65083","1280 x 800"
"0","18","right","yes","300","undefined","NaN","true","focus","yes","67838","1280 x 800"
"0","19","left","no","350","leftarrow","525","true","focus","yes","69868","1280 x 800"
"0","20","left","yes","350","leftarrow","440","false","focus","yes","71813","1280 x 800"
"0","21","left","no","300","leftarrow","471","true","focus","yes","73788","1280 x 800"
"0","22","right","no","300","rightarrow","482","true","focus","yes","75776","1280 x 800"
"0","23","right","no","300","rightarrow","529","true","focus","yes","77810","1280 x 800"
"0","24","left","no","300","leftarrow","572","true","focus","yes","79886","1280 x 800"
"0","25","right","no","300","rightarrow","509","true","focus","yes","81900","1280 x 800"
"0","26","left","no","300","leftarrow","520","true","focus","yes","83926","1280 x 800"
"0","27","right","no","300","rightarrow","645","true","focus","yes","86076","1280 x 800"
"0","28","left","yes","300","undefined","NaN","true","focus","yes","88832","1280 x 800"
"0","29","left","no","350","leftarrow","540","true","focus","yes","90877","1280 x 800"
"0","30","left","no","350","leftarrow","523","true","focus","yes","92905","1280 x 800"
"0","31","right","no","350","rightarrow","706","true","focus","yes","95115","1280 x 800"
"0","32","right","yes","350","rightarrow","472","false","focus","yes","97091","1280 x 800"
"1","1","left","no","300","leftarrow","642","true","focus","yes","103771","1280 x 800"
"1","2","left","yes","300","undefined","NaN","true","focus","yes","105773","1280 x 800"
"1","3","right","no","350","rightarrow","583","true","focus","yes","107110","1280 x 800"
"1","4","right","no","350","rightarrow","545","true","focus","yes","108408","1280 x 800"
"1","5","left","no","350","leftarrow","628","true","focus","yes","109788","1280 x 800"
"1","6","right","yes","350","rightarrow","636","false","focus","yes","111176","1280 x 800"
"1","7","left","no","300","leftarrow","560","true","focus","yes","112489","1280 x 800"
"1","8","right","no","300","rightarrow","757","true","focus","yes","113999","1280 x 800"
"1","9","left","no","300","leftarrow","592","true","focus","yes","115344","1280 x 800"
"1","10","left","yes","300","leftarrow","593","false","focus","yes","116689","1280 x 800"
"1","11","left","no","250","leftarrow","667","true","focus","yes","118109","1280 x 800"
"1","12","right","no","250","rightarrow","800","true","focus","yes","119660","1280 x 800"
"1","13","left","no","250","leftarrow","539","true","focus","yes","120953","1280 x 800"
"1","14","right","no","250","rightarrow","774","true","focus","yes","122479","1280 x 800"
"1","15","right","no","250","rightarrow","575","true","focus","yes","123807","1280 x 800"
"1","16","right","yes","250","undefined","NaN","true","focus","yes","125810","1280 x 800"
"1","17","left","no","300","leftarrow","689","true","focus","yes","127252","1280 x 800"
"1","18","right","no","300","rightarrow","487","true","focus","yes","128491","1280 x 800"
"1","19","left","no","300","leftarrow","594","true","focus","yes","129837","1280 x 800"
"1","20","right","yes","300","rightarrow","561","false","focus","yes","131150","1280 x 800"
"1","21","right","no","250","rightarrow","602","true","focus","yes","132504","1280 x 800"
"1","22","left","no","250","leftarrow","533","true","focus","yes","133791","1280 x 800"
"1","23","left","yes","250","undefined","NaN","true","focus","yes","135796","1280 x 800"
"1","24","right","no","300","rightarrow","546","true","focus","yes","137094","1280 x 800"
"1","25","right","yes","300","undefined","NaN","true","focus","yes","139099","1280 x 800"
"1","26","left","no","350","leftarrow","638","true","focus","yes","140489","1280 x 800"
"1","27","left","yes","350","leftarrow","617","false","focus","yes","141860","1280 x 800"
"1","28","left","no","300","leftarrow","656","true","focus","yes","143268","1280 x 800"
"1","29","right","no","300","rightarrow","743","true","focus","yes","144764","1280 x 800"
"1","30","left","no","300","leftarrow","657","true","focus","yes","146173","1280 x 800"
"1","31","right","no","300","rightarrow","594","true","focus","yes","147519","1280 x 800"
"1","32","right","no","300","rightarrow","743","true","focus","yes","149014","1280 x 800"
"1","33","left","no","300","leftarrow","607","true","focus","yes","150374","1280 x 800"
"1","34","right","yes","300","undefined","NaN","true","focus","yes","152379","1280 x 800"
