"block_i","trial_i","stim","signal","SSD","response","rt","correct","focus","Fullscreen","time_elapsed","window_resolution"
"0","1","right","no","200","rightarrow","571","true","focus","yes","29293","1280 x 800"
"0","2","left","no","200","leftarrow","620","true","focus","yes","31417","1280 x 800"
"0","3","right","yes","200","rightarrow","480","false","focus","yes","33402","1280 x 800"
"0","4","left","yes","150","undefined","NaN","true","focus","yes","36158","1280 x 800"
"0","5","right","no","200","rightarrow","581","true","focus","yes","38243","1280 x 800"
"0","6","left","no","200","leftarrow","706","true","focus","yes","40452","1280 x 800"
"0","7","right","no","200","rightarrow","658","true","focus","yes","42614","1280 x 800"
"0","8","left","no","200","leftarrow","528","true","focus","yes","44648","1280 x 800"
"0","9","left","yes","200","leftarrow","532","false","focus","yes","46685","1280 x 800"
"0","10","right","yes","150","undefined","NaN","true","focus","yes","49440","1280 x 800"
"0","11","right","no","200","rightarrow","566","true","focus","yes","51510","1280 x 800"
"0","12","left","no","200","leftarrow","525","true","focus","yes","53539","1280 x 800"
"0","13","right","no","200","rightarrow","624","true","focus","yes","55668","1280 x 800"
"0","14","left","no","200","leftarrow","499","true","focus","yes","57672","1280 x 800"
"0","15","left","no","200","leftarrow","694","true","focus","yes","59870","1280 x 800"
"0","16","right","no","200","rightarrow","656","true","focus","yes","62030","1280 x 800"
"0","17","right","no","200","rightarrow","679","true","focus","yes","64214","1280 x 800"
"0","18","left","no","200","leftarrow","506","true","focus","yes","66223","1280 x 800"
"0","19","left","no","200","leftarrow","431","true","focus","yes","68159","1280 x 800"
"0","20","left","yes","200","leftarrow","494","false","focus","yes","70157","1280 x 800"
"0","21","right","yes","150","rightarrow","394","false","focus","yes","72056","1280 x 800"
"0","22","right","no","100","rightarrow","484","true","focus","yes","74043","1280 x 800"
"0","23","left","no","100","leftarrow","729","true","focus","yes","76276","1280 x 800"
"0","24","right","no","100","rightarrow","752","true","focus","yes","78531","1280 x 800"
"0","25","left","no","100","leftarrow","692","true","focus","yes","80729","1280 x 800"
"0","26","right","no","100","rightarrow","647","true","focus","yes","82880","1280 x 800"
"0","27","left","no","100","leftarrow","444","true","focus","yes","84829","1280 x 800"
"0","28","right","no","100","rightarrow","493","true","focus","yes","86827","1280 x 800"
"0","29","left","no","100","leftarrow","605","true","focus","yes","88938","1280 x 800"
"0","30","right","yes","100","undefined","NaN","true","focus","yes","91694","1280 x 800"
"0","31","right","no","150","rightarrow","574","true","focus","yes","93773","1280 x 800"
"0","32","left","yes","150","leftarrow","482","false","focus","yes","95760","1280 x 800"
"1","1","right","yes","100","rightarrow","530","false","focus","yes","102325","1280 x 800"
"1","2","right","no","50","rightarrow","492","true","focus","yes","103570","1280 x 800"
"1","3","right","no","50","rightarrow","553","true","focus","yes","104875","1280 x 800"
"1","4","right","no","50","rightarrow","419","true","focus","yes","106048","1280 x 800"
"1","5","left","no","50","leftarrow","625","true","focus","yes","107425","1280 x 800"
"1","6","left","no","50","leftarrow","600","true","focus","yes","108777","1280 x 800"
