"block_i","trial_i","stim","signal","SSD","response","rt","correct","focus","Fullscreen","time_elapsed","window_resolution"
"0","1","left","yes","200","undefined","NaN","true","focus","yes","25534","1280 x 800"
"0","2","right","yes","250","undefined","NaN","true","focus","yes","28289","1280 x 800"
"0","3","right","no","300","rightarrow","743","true","focus","yes","30537","1280 x 800"
"0","4","right","no","300","rightarrow","788","true","focus","yes","32829","1280 x 800"
"0","5","left","no","300","leftarrow","603","true","focus","yes","34936","1280 x 800"
"0","6","left","no","300","leftarrow","593","true","focus","yes","37033","1280 x 800"
"0","7","left","no","300","leftarrow","667","true","focus","yes","39204","1280 x 800"
"0","8","right","no","300","rightarrow","693","true","focus","yes","41402","1280 x 800"
"0","9","left","no","300","leftarrow","748","true","focus","yes","43655","1280 x 800"
"0","10","right","no","300","rightarrow","623","true","focus","yes","45783","1280 x 800"
"0","11","right","no","300","rightarrow","963","true","focus","yes","48250","1280 x 800"
"0","12","right","yes","300","rightarrow","561","false","focus","yes","50315","1280 x 800"
"0","13","left","no","250","leftarrow","757","true","focus","yes","52577","1280 x 800"
"0","14","right","no","250","rightarrow","559","true","focus","yes","54641","1280 x 800"
"0","15","left","no","250","leftarrow","572","true","focus","yes","56719","1280 x 800"
"0","16","left","yes","250","leftarrow","494","false","focus","yes","58717","1280 x 800"
"0","17","right","no","200","rightarrow","654","true","focus","yes","60875","1280 x 800"
"0","18","left","no","200","leftarrow","603","true","focus","yes","62982","1280 x 800"
"0","19","right","no","200","rightarrow","575","true","focus","yes","65059","1280 x 800"
"0","20","right","yes","200","undefined","NaN","true","focus","yes","67815","1280 x 800"
"0","21","left","no","250","leftarrow","555","true","focus","yes","69874","1280 x 800"
"0","22","right","no","250","rightarrow","569","true","focus","yes","71948","1280 x 800"
"0","23","left","no","250","leftarrow","831","true","focus","yes","74283","1280 x 800"
"0","24","left","yes","250","undefined","NaN","true","focus","yes","77040","1280 x 800"
"0","25","left","yes","300","undefined","NaN","true","focus","yes","79794","1280 x 800"
"0","26","left","no","350","leftarrow","507","true","focus","yes","81805","1280 x 800"
"0","27","right","yes","350","rightarrow","599","false","focus","yes","83910","1280 x 800"
"0","28","left","no","300","leftarrow","661","true","focus","yes","86076","1280 x 800"
"0","29","left","no","300","leftarrow","666","true","focus","yes","88247","1280 x 800"
"0","30","right","no","300","rightarrow","754","true","focus","yes","90504","1280 x 800"
"0","31","right","no","300","rightarrow","637","true","focus","yes","92645","1280 x 800"
"0","32","right","no","300","rightarrow","698","true","focus","yes","94849","1280 x 800"
"1","1","right","yes","300","undefined","NaN","true","focus","yes","102127","1280 x 800"
"1","2","left","no","350","leftarrow","570","true","focus","yes","103451","1280 x 800"
"1","3","left","no","350","leftarrow","720","true","focus","yes","104923","1280 x 800"
"1","4","right","no","350","rightarrow","654","true","focus","yes","106331","1280 x 800"
"1","5","left","no","350","leftarrow","1205","true","focus","yes","108288","1280 x 800"
"1","6","right","no","350","rightarrow","1024","true","focus","yes","110064","1280 x 800"
"1","7","right","no","350","rightarrow","708","true","focus","yes","111525","1280 x 800"
"1","8","left","yes","350","leftarrow","499","false","focus","yes","112777","1280 x 800"
"1","9","left","no","300","leftarrow","582","true","focus","yes","114112","1280 x 800"
"1","10","right","yes","300","rightarrow","522","false","focus","yes","115387","1280 x 800"
"1","11","right","no","250","rightarrow","578","true","focus","yes","116719","1280 x 800"
"1","12","left","yes","250","undefined","NaN","true","focus","yes","118724","1280 x 800"
"1","13","left","no","300","leftarrow","600","true","focus","yes","120076","1280 x 800"
"1","14","left","no","300","leftarrow","566","true","focus","yes","121394","1280 x 800"
"1","15","right","no","300","rightarrow","1167","true","focus","yes","123314","1280 x 800"
"1","16","right","no","300","rightarrow","542","true","focus","yes","124608","1280 x 800"
"1","17","left","no","300","leftarrow","643","true","focus","yes","126003","1280 x 800"
"1","18","right","yes","300","rightarrow","557","false","focus","yes","127312","1280 x 800"
"1","19","left","no","250","leftarrow","529","true","focus","yes","128595","1280 x 800"
"1","20","left","no","250","leftarrow","536","true","focus","yes","129884","1280 x 800"
"1","21","right","no","250","rightarrow","625","true","focus","yes","131262","1280 x 800"
"1","22","right","no","250","rightarrow","443","true","focus","yes","132457","1280 x 800"
"1","23","left","yes","250","leftarrow","489","false","focus","yes","133698","1280 x 800"
"1","24","right","no","200","rightarrow","626","true","focus","yes","135077","1280 x 800"
"1","25","left","yes","200","undefined","NaN","true","focus","yes","137080","1280 x 800"
"1","26","left","no","250","leftarrow","499","true","focus","yes","138333","1280 x 800"
"1","27","left","no","250","leftarrow","623","true","focus","yes","139707","1280 x 800"
"1","28","right","no","250","rightarrow","493","true","focus","yes","140952","1280 x 800"
"1","29","left","no","250","leftarrow","535","true","focus","yes","142239","1280 x 800"
"1","30","right","no","250","rightarrow","680","true","focus","yes","143672","1280 x 800"
"1","31","right","no","250","rightarrow","570","true","focus","yes","144996","1280 x 800"
"1","32","right","yes","250","rightarrow","499","false","focus","yes","146247","1280 x 800"
"1","33","left","yes","200","undefined","NaN","true","focus","yes","148251","1280 x 800"
"1","34","right","no","250","rightarrow","507","true","focus","yes","149512","1280 x 800"
"1","35","left","no","250","rightarrow","572","false","focus","yes","150837","1280 x 800"
"1","36","right","yes","250","undefined","NaN","true","focus","yes","152840","1280 x 800"
"1","37","left","no","300","leftarrow","612","true","focus","yes","154204","1280 x 800"
"1","38","right","no","300","rightarrow","596","true","focus","yes","155553","1280 x 800"
"1","39","right","no","300","rightarrow","510","true","focus","yes","156816","1280 x 800"
"1","40","left","no","300","leftarrow","531","true","focus","yes","158098","1280 x 800"
"1","41","right","yes","300","rightarrow","498","false","focus","yes","159349","1280 x 800"
"1","42","right","no","250","rightarrow","619","true","focus","yes","160720","1280 x 800"
"1","43","left","no","250","leftarrow","612","true","focus","yes","162085","1280 x 800"
"1","44","left","no","250","leftarrow","536","true","focus","yes","163373","1280 x 800"
"1","45","right","no","250","rightarrow","615","true","focus","yes","164741","1280 x 800"
"1","46","left","yes","250","undefined","NaN","true","focus","yes","166746","1280 x 800"
"1","47","left","no","300","leftarrow","638","true","focus","yes","168139","1280 x 800"
"1","48","right","no","300","rightarrow","686","true","focus","yes","169577","1280 x 800"
"1","49","left","no","300","leftarrow","615","true","focus","yes","170945","1280 x 800"
"1","50","right","no","300","rightarrow","542","true","focus","yes","172240","1280 x 800"
"1","51","right","yes","300","rightarrow","473","false","focus","yes","173466","1280 x 800"
"1","52","left","no","250","leftarrow","647","true","focus","yes","174865","1280 x 800"
"1","53","left","no","250","leftarrow","683","true","focus","yes","176301","1280 x 800"
"1","54","left","yes","250","undefined","NaN","true","focus","yes","178304","1280 x 800"
"1","55","right","no","300","rightarrow","524","true","focus","yes","179582","1280 x 800"
"1","56","right","no","300","rightarrow","634","true","focus","yes","180969","1280 x 800"
"1","57","left","no","300","leftarrow","433","true","focus","yes","182155","1280 x 800"
"1","58","right","no","300","rightarrow","508","true","focus","yes","183417","1280 x 800"
"1","59","left","no","300","leftarrow","607","true","focus","yes","184775","1280 x 800"
"1","60","left","no","300","leftarrow","524","true","focus","yes","186052","1280 x 800"
"1","61","right","yes","300","rightarrow","521","false","focus","yes","187326","1280 x 800"
"1","62","right","no","250","rightarrow","522","true","focus","yes","188601","1280 x 800"
"1","63","left","yes","250","undefined","NaN","true","focus","yes","190605","1280 x 800"
"1","64","right","no","300","rightarrow","600","true","focus","yes","191959","1280 x 800"
"2","1","right","no","300","rightarrow","578","true","focus","yes","197861","1280 x 800"
"2","2","right","yes","300","undefined","NaN","true","focus","yes","199865","1280 x 800"
"2","3","right","no","350","rightarrow","587","true","focus","yes","201204","1280 x 800"
"2","4","left","yes","350","rightarrow","559","false","focus","yes","202516","1280 x 800"
"2","5","left","no","300","leftarrow","578","true","focus","yes","203846","1280 x 800"
"2","6","left","no","300","leftarrow","490","true","focus","yes","205089","1280 x 800"
"2","7","left","no","300","leftarrow","575","true","focus","yes","206417","1280 x 800"
"2","8","right","no","300","rightarrow","840","true","focus","yes","208011","1280 x 800"
"2","9","left","no","300","leftarrow","573","true","focus","yes","209338","1280 x 800"
"2","10","right","yes","300","leftarrow","550","false","focus","yes","210641","1280 x 800"
"2","11","left","yes","250","undefined","NaN","true","focus","yes","212646","1280 x 800"
"2","12","right","no","300","rightarrow","533","true","focus","yes","213933","1280 x 800"
"2","13","right","no","300","rightarrow","524","true","focus","yes","215209","1280 x 800"
"2","14","left","no","300","leftarrow","636","true","focus","yes","216598","1280 x 800"
"2","15","right","no","300","rightarrow","572","true","focus","yes","217923","1280 x 800"
"2","16","left","no","300","leftarrow","498","true","focus","yes","219173","1280 x 800"
"2","17","left","no","300","leftarrow","551","true","focus","yes","220478","1280 x 800"
"2","18","right","no","300","rightarrow","548","true","focus","yes","221779","1280 x 800"
"2","19","left","no","300","leftarrow","518","true","focus","yes","223049","1280 x 800"
"2","20","left","yes","300","leftarrow","555","false","focus","yes","224358","1280 x 800"
"2","21","right","yes","250","undefined","NaN","true","focus","yes","226362","1280 x 800"
"2","22","left","no","300","leftarrow","490","true","focus","yes","227606","1280 x 800"
"2","23","right","no","300","rightarrow","460","true","focus","yes","228821","1280 x 800"
"2","24","right","no","300","rightarrow","530","true","focus","yes","230103","1280 x 800"
"2","25","right","no","300","rightarrow","738","true","focus","yes","231594","1280 x 800"
"2","26","left","yes","300","leftarrow","553","false","focus","yes","232899","1280 x 800"
"2","27","right","no","250","rightarrow","904","true","focus","yes","234557","1280 x 800"
"2","28","right","no","250","rightarrow","552","true","focus","yes","235861","1280 x 800"
"2","29","right","yes","250","undefined","NaN","true","focus","yes","237865","1280 x 800"
"2","30","left","no","300","leftarrow","512","true","focus","yes","239131","1280 x 800"
"2","31","left","no","300","leftarrow","533","true","focus","yes","240416","1280 x 800"
"2","32","left","no","300","leftarrow","555","true","focus","yes","241725","1280 x 800"
"2","33","left","no","300","leftarrow","501","true","focus","yes","242978","1280 x 800"
"2","34","right","no","300","rightarrow","540","true","focus","yes","244271","1280 x 800"
"2","35","right","no","300","rightarrow","654","true","focus","yes","245677","1280 x 800"
"2","36","left","yes","300","undefined","NaN","true","focus","yes","247681","1280 x 800"
"2","37","right","no","350","rightarrow","571","true","focus","yes","249007","1280 x 800"
"2","38","left","no","350","leftarrow","578","true","focus","yes","250338","1280 x 800"
"2","39","right","yes","350","undefined","NaN","true","focus","yes","252341","1280 x 800"
"2","40","left","no","400","leftarrow","629","true","focus","yes","253723","1280 x 800"
"2","41","left","yes","400","leftarrow","469","false","focus","yes","254945","1280 x 800"
"2","42","right","no","350","rightarrow","578","true","focus","yes","256275","1280 x 800"
"2","43","left","no","350","leftarrow","506","true","focus","yes","257533","1280 x 800"
"2","44","right","no","350","rightarrow","618","true","focus","yes","258904","1280 x 800"
"2","45","right","no","350","rightarrow","528","true","focus","yes","260183","1280 x 800"
"2","46","right","yes","350","rightarrow","464","false","focus","yes","261400","1280 x 800"
"2","47","left","no","300","leftarrow","768","true","focus","yes","262920","1280 x 800"
"2","48","left","no","300","leftarrow","562","true","focus","yes","264236","1280 x 800"
"2","49","left","no","300","leftarrow","556","true","focus","yes","265545","1280 x 800"
"2","50","left","yes","300","leftarrow","581","false","focus","yes","266879","1280 x 800"
"2","51","right","no","250","rightarrow","577","true","focus","yes","268210","1280 x 800"
"2","52","right","no","250","rightarrow","488","true","focus","yes","269450","1280 x 800"
"2","53","left","no","250","leftarrow","649","true","focus","yes","270850","1280 x 800"
"2","54","right","no","250","rightarrow","505","true","focus","yes","272108","1280 x 800"
"2","55","right","yes","250","undefined","NaN","true","focus","yes","274113","1280 x 800"
"2","56","left","no","300","leftarrow","519","true","focus","yes","275385","1280 x 800"
"2","57","left","no","300","leftarrow","619","true","focus","yes","276758","1280 x 800"
"2","58","right","yes","300","undefined","NaN","true","focus","yes","278763","1280 x 800"
"2","59","right","no","350","rightarrow","553","true","focus","yes","280069","1280 x 800"
"2","60","left","no","350","leftarrow","655","true","focus","yes","281476","1280 x 800"
"2","61","left","no","350","leftarrow","452","true","focus","yes","282681","1280 x 800"
"2","62","left","yes","350","undefined","NaN","true","focus","yes","284687","1280 x 800"
"2","63","right","no","400","rightarrow","603","true","focus","yes","286043","1280 x 800"
"2","64","right","no","400","rightarrow","728","true","focus","yes","287524","1280 x 800"
"3","1","right","no","400","rightarrow","728","true","focus","yes","293576","1280 x 800"
"3","2","left","no","400","leftarrow","557","true","focus","yes","294884","1280 x 800"
"3","3","right","yes","400","rightarrow","532","false","focus","yes","296169","1280 x 800"
"3","4","left","no","350","leftarrow","629","true","focus","yes","297551","1280 x 800"
"3","5","left","no","350","leftarrow","638","true","focus","yes","298940","1280 x 800"
"3","6","right","no","350","rightarrow","592","true","focus","yes","300284","1280 x 800"
"3","7","left","yes","350","leftarrow","602","false","focus","yes","301640","1280 x 800"
"3","8","right","no","300","rightarrow","896","true","focus","yes","303290","1280 x 800"
"3","9","right","no","300","leftarrow","737","false","focus","yes","304779","1280 x 800"
"3","10","left","yes","300","undefined","NaN","true","focus","yes","306782","1280 x 800"
"3","11","right","yes","350","rightarrow","486","false","focus","yes","308021","1280 x 800"
"3","12","left","no","300","leftarrow","593","true","focus","yes","309367","1280 x 800"
"3","13","right","no","300","rightarrow","523","true","focus","yes","310641","1280 x 800"
"3","14","right","no","300","rightarrow","593","true","focus","yes","311988","1280 x 800"
"3","15","left","no","300","leftarrow","528","true","focus","yes","313270","1280 x 800"
"3","16","left","no","300","leftarrow","602","true","focus","yes","314624","1280 x 800"
"3","17","left","no","300","leftarrow","553","true","focus","yes","315931","1280 x 800"
"3","18","left","yes","300","leftarrow","536","false","focus","yes","317219","1280 x 800"
"3","19","left","no","250","leftarrow","676","true","focus","yes","318649","1280 x 800"
"3","20","right","no","250","leftarrow","525","false","focus","yes","319927","1280 x 800"
"3","21","left","no","250","leftarrow","644","true","focus","yes","321323","1280 x 800"
"3","22","right","no","250","rightarrow","533","true","focus","yes","322609","1280 x 800"
"3","23","right","yes","250","undefined","NaN","true","focus","yes","324614","1280 x 800"
"3","24","right","no","300","rightarrow","567","true","focus","yes","325934","1280 x 800"
"3","25","right","yes","300","undefined","NaN","true","focus","yes","327937","1280 x 800"
"3","26","right","no","350","rightarrow","524","true","focus","yes","329215","1280 x 800"
"3","27","left","yes","350","leftarrow","539","false","focus","yes","330507","1280 x 800"
"3","28","right","no","300","rightarrow","671","true","focus","yes","331932","1280 x 800"
"3","29","left","no","300","leftarrow","485","true","focus","yes","333170","1280 x 800"
"3","30","left","no","300","leftarrow","457","true","focus","yes","334379","1280 x 800"
"3","31","left","no","300","leftarrow","460","true","focus","yes","335592","1280 x 800"
"3","32","right","no","300","rightarrow","519","true","focus","yes","336862","1280 x 800"
"3","33","right","yes","300","rightarrow","543","false","focus","yes","338158","1280 x 800"
"3","34","right","no","250","rightarrow","562","true","focus","yes","339473","1280 x 800"
"3","35","right","no","250","rightarrow","578","true","focus","yes","340804","1280 x 800"
"3","36","left","no","250","leftarrow","704","true","focus","yes","342260","1280 x 800"
"3","37","left","no","250","leftarrow","678","true","focus","yes","343690","1280 x 800"
"3","38","left","no","250","leftarrow","521","true","focus","yes","344963","1280 x 800"
"3","39","right","no","250","rightarrow","574","true","focus","yes","346291","1280 x 800"
"3","40","left","yes","250","undefined","NaN","true","focus","yes","348295","1280 x 800"
"3","41","left","no","300","leftarrow","633","true","focus","yes","349680","1280 x 800"
"3","42","left","no","300","leftarrow","592","true","focus","yes","351025","1280 x 800"
"3","43","right","no","300","rightarrow","520","true","focus","yes","352298","1280 x 800"
"3","44","right","no","300","rightarrow","591","true","focus","yes","353642","1280 x 800"
"3","45","right","no","300","rightarrow","635","true","focus","yes","355029","1280 x 800"
"3","46","left","no","300","leftarrow","651","true","focus","yes","356433","1280 x 800"
"3","47","right","yes","300","rightarrow","553","false","focus","yes","357738","1280 x 800"
"3","48","left","yes","250","undefined","NaN","true","focus","yes","359743","1280 x 800"
"3","49","left","no","300","leftarrow","664","true","focus","yes","361161","1280 x 800"
"3","50","left","no","300","leftarrow","526","true","focus","yes","362441","1280 x 800"
"3","51","right","no","300","rightarrow","689","true","focus","yes","363882","1280 x 800"
"3","52","right","yes","300","undefined","NaN","true","focus","yes","365887","1280 x 800"
"3","53","right","no","350","rightarrow","530","true","focus","yes","367170","1280 x 800"
"3","54","left","no","350","leftarrow","545","true","focus","yes","368468","1280 x 800"
"3","55","left","yes","350","leftarrow","671","false","focus","yes","369891","1280 x 800"
"3","56","right","no","300","rightarrow","711","true","focus","yes","371355","1280 x 800"
"3","57","right","no","300","rightarrow","604","true","focus","yes","372713","1280 x 800"
"3","58","right","yes","300","rightarrow","583","false","focus","yes","374049","1280 x 800"
"3","59","left","no","250","undefined","NaN","false","focus","yes","376052","1280 x 800"
"3","60","right","no","250","rightarrow","684","true","focus","yes","377488","1280 x 800"
"3","61","left","no","250","leftarrow","678","true","focus","yes","378918","1280 x 800"
"3","62","left","yes","250","undefined","NaN","true","focus","yes","380922","1280 x 800"
"3","63","left","no","300","leftarrow","562","true","focus","yes","382237","1280 x 800"
"3","64","right","no","300","rightarrow","614","true","focus","yes","383604","1280 x 800"
"4","1","left","no","300","leftarrow","574","true","focus","yes","389508","1280 x 800"
"4","2","left","no","300","leftarrow","512","true","focus","yes","390772","1280 x 800"
"4","3","left","no","300","leftarrow","632","true","focus","yes","392155","1280 x 800"
"4","4","right","no","300","rightarrow","586","true","focus","yes","393494","1280 x 800"
"4","5","right","yes","300","rightarrow","556","false","focus","yes","394802","1280 x 800"
"4","6","right","no","250","rightarrow","706","true","focus","yes","396260","1280 x 800"
"4","7","left","yes","250","leftarrow","593","false","focus","yes","397606","1280 x 800"
"4","8","right","no","200","rightarrow","648","true","focus","yes","399007","1280 x 800"
"4","9","right","no","200","rightarrow","687","true","focus","yes","400447","1280 x 800"
"4","10","left","yes","200","undefined","NaN","true","focus","yes","402451","1280 x 800"
