"block_i","trial_i","stim","signal","SSD","response","rt","correct","focus","Fullscreen","time_elapsed","window_resolution"
"0","1","left","yes","200","leftarrow","486","false","focus","yes","25777","1280 x 800"
"0","2","right","no","150","rightarrow","651","true","focus","yes","27932","1280 x 800"
"0","3","right","no","150","rightarrow","410","true","focus","yes","29848","1280 x 800"
"0","4","left","no","150","leftarrow","395","true","focus","yes","31747","1280 x 800"
"0","5","left","no","150","leftarrow","624","true","focus","yes","33875","1280 x 800"
"0","6","right","yes","150","undefined","NaN","true","focus","yes","36630","1280 x 800"
"0","7","right","no","200","rightarrow","553","true","focus","yes","38688","1280 x 800"
"0","8","left","no","200","leftarrow","526","true","focus","yes","40718","1280 x 800"
"0","9","left","no","200","rightarrow","530","false","focus","yes","42752","1280 x 800"
"0","10","left","no","200","leftarrow","690","true","focus","yes","44947","1280 x 800"
"0","11","left","no","200","leftarrow","557","true","focus","yes","47009","1280 x 800"
"0","12","right","no","200","rightarrow","659","true","focus","yes","49173","1280 x 800"
"0","13","right","no","200","rightarrow","554","true","focus","yes","51232","1280 x 800"
"0","14","right","yes","200","rightarrow","462","false","focus","yes","53199","1280 x 800"
"0","15","left","yes","150","undefined","NaN","true","focus","yes","55955","1280 x 800"
"0","16","right","no","200","rightarrow","569","true","focus","yes","58028","1280 x 800"
"0","17","right","no","200","rightarrow","740","true","focus","yes","60271","1280 x 800"
"0","18","left","no","200","leftarrow","542","true","focus","yes","62316","1280 x 800"
"0","19","right","no","200","undefined","NaN","false","focus","yes","65072","1280 x 800"
"0","20","left","no","200","leftarrow","486","true","focus","yes","67065","1280 x 800"
"0","21","right","yes","200","undefined","NaN","true","focus","yes","69821","1280 x 800"
"0","22","right","no","250","rightarrow","586","true","focus","yes","71912","1280 x 800"
"0","23","left","yes","250","leftarrow","336","false","focus","yes","73752","1280 x 800"
"0","24","left","no","200","leftarrow","488","true","focus","yes","75743","1280 x 800"
"0","25","left","no","200","leftarrow","685","true","focus","yes","77934","1280 x 800"
"0","26","right","no","200","rightarrow","521","true","focus","yes","79959","1280 x 800"
"0","27","right","yes","200","rightarrow","338","false","focus","yes","81802","1280 x 800"
"0","28","right","no","150","rightarrow","465","true","focus","yes","83772","1280 x 800"
"0","29","right","no","150","rightarrow","410","true","focus","yes","85686","1280 x 800"
"0","30","left","yes","150","leftarrow","507","false","focus","yes","87696","1280 x 800"
"0","31","left","no","100","leftarrow","559","true","focus","yes","89758","1280 x 800"
"0","32","left","no","100","leftarrow","542","true","focus","yes","91804","1280 x 800"
"1","1","left","no","100","leftarrow","621","true","focus","yes","98454","1280 x 800"
"1","2","left","no","100","leftarrow","619","true","focus","yes","99827","1280 x 800"
"1","3","right","no","100","rightarrow","604","true","focus","yes","101184","1280 x 800"
"1","4","right","no","100","rightarrow","660","true","focus","yes","102598","1280 x 800"
"1","5","right","no","100","rightarrow","508","true","focus","yes","103859","1280 x 800"
"1","6","left","yes","100","leftarrow","458","false","focus","yes","105069","1280 x 800"
"1","7","left","no","50","leftarrow","518","true","focus","yes","106339","1280 x 800"
"1","8","right","yes","50","rightarrow","385","false","focus","yes","107478","1280 x 800"
"1","9","left","no","50","leftarrow","510","true","focus","yes","108742","1280 x 800"
"1","10","left","no","50","leftarrow","599","true","focus","yes","110093","1280 x 800"
"1","11","left","no","50","leftarrow","650","true","focus","yes","111495","1280 x 800"
"1","12","right","no","50","rightarrow","549","true","focus","yes","112796","1280 x 800"
"1","13","right","no","50","rightarrow","607","true","focus","yes","114155","1280 x 800"
"1","14","left","yes","50","leftarrow","452","false","focus","yes","115360","1280 x 800"
"1","15","right","no","50","rightarrow","697","true","focus","yes","116809","1280 x 800"
