sub_id,source,platform,complete,n_trials,n_congruent,n_incongruent,congruent_accuracy,congruent_omission_rate,congruent_rt,incongruent_accuracy,incongruent_omission_rate,incongruent_rt,stroop_effect,lag1_autocorr,post_error_slowing_ms
2026-07-03_09-06-38-504580,bot,cognitionrun,True,15,13,2,1.0,0.0,925.0769230769231,1.0,0.0,1037.5,112.4230769230769,0.29931903566144863,
2026-07-04_13-36-19-878819,bot,cognitionrun,True,15,9,6,1.0,0.0,720.4444444444445,0.6666666666666666,0.0,831.5,111.05555555555554,0.14379899708596347,137.33333333333337
2026-07-04_13-37-12-308169,bot,cognitionrun,True,15,4,11,1.0,0.0,759.0,1.0,0.0,955.5454545454545,196.5454545454545,-0.20624512304581205,
2026-07-04_13-38-07-277393,bot,cognitionrun,True,15,6,9,0.8333333333333334,0.0,629.2,0.8888888888888888,0.0,826.5,197.29999999999995,0.2305659086375138,191.16666666666663
2026-07-04_13-38-53-732318,bot,cognitionrun,True,15,7,8,1.0,0.0,940.8571428571429,1.0,0.0,866.875,-73.98214285714289,0.05548303135453892,
2026-07-04_13-39-53-338349,bot,cognitionrun,True,15,10,5,1.0,0.0,1169.4,1.0,0.0,880.8,-288.60000000000014,-0.09003654224292947,
2026-07-04_13-40-50-171248,bot,cognitionrun,True,15,4,11,1.0,0.0,714.75,1.0,0.0,833.5454545454545,118.7954545454545,-0.13073350350729537,
2026-07-04_13-41-42-630471,bot,cognitionrun,True,15,11,4,1.0,0.0,723.1818181818181,0.75,0.0,1019.3333333333334,296.15151515151524,-0.14043141941168882,37.76923076923072
2026-07-04_13-42-40-386317,bot,cognitionrun,True,15,6,9,1.0,0.0,838.3333333333334,0.6666666666666666,0.0,1018.8333333333334,180.5,-0.5063597184658075,-85.24242424242425
2026-07-04_13-43-32-920676,bot,cognitionrun,True,15,6,9,1.0,0.0,856.8333333333334,0.7777777777777778,0.0,983.5714285714286,126.73809523809518,-0.19996962103656463,117.33333333333337
2026-07-04_13-44-29-859228,bot,cognitionrun,True,15,7,8,1.0,0.0,1197.7142857142858,0.875,0.0,1186.5714285714287,-11.14285714285711,0.17721307381180948,-24.615384615384528
2026-07-04_13-45-30-197964,bot,cognitionrun,True,15,7,8,1.0,0.0,804.0,0.875,0.0,973.5714285714286,169.57142857142856,0.2043434210130466,41.84615384615381
2026-07-04_13-46-21-348864,bot,cognitionrun,True,15,7,8,1.0,0.0,1027.857142857143,0.875,0.0,835.0,-192.8571428571429,-0.22113218841875454,-18.076923076923094
2026-07-04_13-47-15-886425,bot,cognitionrun,True,15,10,5,1.0,0.0,705.2,1.0,0.0,966.2,261.0,0.09210234429312777,
2026-07-04_13-48-04-834317,bot,cognitionrun,True,15,7,8,1.0,0.0,934.5714285714286,1.0,0.0,1014.25,79.67857142857144,-0.018529099570989877,
2026-07-04_13-48-57-261688,bot,cognitionrun,True,15,6,9,1.0,0.0,627.5,0.8888888888888888,0.0,722.0,94.5,-0.19367832169011034,197.53846153846155
2026-07-04_13-49-53-120840,bot,cognitionrun,True,15,4,11,1.0,0.0,782.75,0.7272727272727273,0.0,844.5,61.75,-0.2531917466566596,-93.36363636363637
2026-07-04_13-50-42-892451,bot,cognitionrun,True,15,12,3,1.0,0.0,675.9166666666666,0.6666666666666666,0.0,737.0,61.08333333333337,0.18099794593123367,50.23076923076928
2026-07-04_13-51-34-639265,bot,cognitionrun,True,15,7,8,1.0,0.0,810.5714285714286,1.0,0.0,856.375,45.803571428571445,-0.49399154361085135,
2026-07-04_13-52-28-885554,bot,cognitionrun,True,15,6,9,1.0,0.0,882.8333333333334,0.8888888888888888,0.0,1027.25,144.41666666666663,0.03876243223365561,268.8461538461538
2026-07-04_13-53-25-644877,bot,cognitionrun,True,15,9,6,1.0,0.0,724.5555555555555,0.8333333333333334,0.0,799.6,75.04444444444448,-0.3389143568098106,139.38461538461536
2026-07-04_13-54-10-336107,bot,cognitionrun,True,15,6,9,1.0,0.0,899.5,0.8888888888888888,0.0,1006.0,106.5,-0.07833700269223505,-55.15384615384619
2026-07-04_13-55-03-867865,bot,cognitionrun,True,15,5,10,1.0,0.0,655.4,0.6,0.0,1131.3333333333333,475.9333333333333,-0.09730221954523524,-236.06060606060612
2026-07-04_13-55-56-354058,bot,cognitionrun,True,15,11,4,1.0,0.0,723.0,1.0,0.0,967.75,244.75,0.41262671921473015,
2026-07-04_13-56-44-781316,bot,cognitionrun,True,15,7,8,1.0,0.0,773.5714285714286,0.75,0.0,808.6666666666666,35.095238095238074,-0.0343454136128215,-62.923076923076906
2026-07-04_13-57-35-235380,bot,cognitionrun,True,15,8,7,1.0,0.0,715.875,0.8571428571428571,0.0,704.5,-11.375,0.021650411524968743,-49.23076923076928
2026-07-04_13-58-24-058810,bot,cognitionrun,True,15,8,7,1.0,0.0,828.75,0.8571428571428571,0.0,916.1666666666666,87.41666666666663,-0.10540642026208062,365.69230769230774
2026-07-04_13-59-17-121264,bot,cognitionrun,True,15,9,6,1.0,0.0,711.6666666666666,1.0,0.0,880.0,168.33333333333337,0.3128934688869301,
2026-07-04_14-00-07-132310,bot,cognitionrun,True,15,7,8,1.0,0.0,817.5714285714286,1.0,0.0,806.0,-11.571428571428555,-0.4063481697659557,
2026-07-04_14-00-53-850123,bot,cognitionrun,True,15,7,8,1.0,0.0,935.4285714285714,1.0,0.0,1280.125,344.69642857142856,-0.06392966551966604,
