"block_i","trial_i","stim","signal","SSD","response","rt","correct","focus","Fullscreen","time_elapsed","window_resolution"
"0","1","right","yes","200","undefined","NaN","true","focus","yes","137954","1280 x 800"
"0","2","right","no","250","rightarrow","689","true","focus","yes","140150","1280 x 800"
"0","3","right","no","250","rightarrow","999001","true","focus","yes","1140655","1280 x 800"
"0","4","left","no","250","leftarrow","469","true","focus","yes","1142628","1280 x 800"
"0","5","left","no","250","leftarrow","855","true","focus","yes","1144987","1280 x 800"
"0","6","left","no","250","leftarrow","616","true","focus","yes","1147109","1280 x 800"
"0","7","right","no","250","rightarrow","538","true","focus","yes","1149150","1280 x 800"
"0","8","left","yes","250","undefined","NaN","true","focus","yes","1224282","1280 x 800"
"0","9","right","no","300","leftarrow","581","false","focus","yes","1226371","1280 x 800"
"0","10","left","yes","300","undefined","NaN","true","focus","yes","1229128","1280 x 800"
"0","11","left","no","350","leftarrow","561","true","focus","yes","1231194","1280 x 800"
"0","12","right","no","350","rightarrow","707","true","focus","yes","1233406","1280 x 800"
"0","13","left","no","350","leftarrow","557","true","focus","yes","1235469","1280 x 800"
"0","14","right","no","350","rightarrow","100677","true","focus","yes","1337653","1280 x 800"
"0","15","right","yes","350","rightarrow","452","false","focus","yes","1339610","1280 x 800"
"0","16","left","no","300","leftarrow","572","true","focus","yes","1341687","1280 x 800"
"0","17","left","no","300","leftarrow","658","true","focus","yes","1343852","1280 x 800"
"0","18","right","no","300","rightarrow","528","true","focus","yes","1345883","1280 x 800"
"0","19","left","no","300","leftarrow","513","true","focus","yes","1347900","1280 x 800"
"0","20","right","no","300","rightarrow","1257","true","focus","yes","1350664","1280 x 800"
"0","21","left","yes","300","undefined","NaN","true","focus","yes","1353422","1280 x 800"
"0","22","right","no","350","rightarrow","716","true","focus","yes","1355644","1280 x 800"
"0","23","right","yes","350","rightarrow","529","false","focus","yes","1357678","1280 x 800"
"0","24","left","no","300","leftarrow","538","true","focus","yes","1829484","1280 x 800"
"0","25","right","no","300","rightarrow","566","true","focus","yes","1831558","1280 x 800"
"0","26","left","no","300","leftarrow","533","true","focus","yes","1833594","1280 x 800"
"0","27","right","no","300","rightarrow","719","true","focus","yes","1835819","1280 x 800"
"0","28","right","yes","300","undefined","NaN","true","focus","yes","1838578","1280 x 800"
"0","29","left","yes","350","undefined","NaN","true","focus","yes","1841339","1280 x 800"
