"block_i","trial_i","stim","signal","SSD","response","rt","correct","focus","Fullscreen","time_elapsed","window_resolution"
"0","1","left","no","200","leftarrow","973","true","focus","yes","29823","1280 x 800"
"0","2","left","no","200","leftarrow","697","true","focus","yes","32024","1280 x 800"
"0","3","right","no","200","rightarrow","858","true","focus","yes","34386","1280 x 800"
"0","4","left","no","200","leftarrow","954","true","focus","yes","36846","1280 x 800"
"0","5","right","no","200","rightarrow","750","true","focus","yes","39100","1280 x 800"
"0","6","right","no","200","rightarrow","774","true","focus","yes","41377","1280 x 800"
"0","7","right","yes","200","undefined","NaN","true","focus","yes","44133","1280 x 800"
"0","8","left","yes","250","undefined","NaN","true","focus","yes","46888","1280 x 800"
"0","9","left","yes","300","undefined","NaN","true","focus","yes","49644","1280 x 800"
"0","10","right","no","350","rightarrow","595","true","focus","yes","51743","1280 x 800"
"0","11","right","yes","350","undefined","NaN","true","focus","yes","54498","1280 x 800"
"0","12","left","no","400","leftarrow","547","true","focus","yes","56550","1280 x 800"
"0","13","left","no","400","leftarrow","760","true","focus","yes","58814","1280 x 800"
"0","14","right","no","400","rightarrow","888","true","focus","yes","61205","1280 x 800"
"0","15","right","no","400","rightarrow","805","true","focus","yes","63515","1280 x 800"
"0","16","left","no","400","leftarrow","944","true","focus","yes","65963","1280 x 800"
"0","17","right","yes","400","undefined","NaN","true","focus","yes","68717","1280 x 800"
"0","18","right","no","450","rightarrow","588","true","focus","yes","70808","1280 x 800"
"0","19","right","no","450","rightarrow","699","true","focus","yes","73012","1280 x 800"
"0","20","left","no","450","rightarrow","758","false","focus","yes","75272","1280 x 800"
"0","21","left","no","450","leftarrow","709","true","focus","yes","77485","1280 x 800"
"0","22","left","yes","450","leftarrow","474","false","focus","yes","79464","1280 x 800"
"0","23","left","no","400","leftarrow","739","true","focus","yes","81707","1280 x 800"
"0","24","right","no","400","rightarrow","798","true","focus","yes","84008","1280 x 800"
"0","25","left","no","400","rightarrow","739","false","focus","yes","86252","1280 x 800"
"0","26","left","yes","400","leftarrow","622","false","focus","yes","88378","1280 x 800"
"0","27","right","yes","350","undefined","NaN","true","focus","yes","91136","1280 x 800"
"0","28","left","no","400","leftarrow","611","true","focus","yes","93251","1280 x 800"
"0","29","right","no","400","rightarrow","506","true","focus","yes","95263","1280 x 800"
"0","30","left","no","400","leftarrow","604","true","focus","yes","97372","1280 x 800"
"0","31","right","no","400","rightarrow","682","true","focus","yes","99558","1280 x 800"
"0","32","right","no","400","rightarrow","487","true","focus","yes","101549","1280 x 800"
"1","1","left","no","400","leftarrow","510","true","focus","yes","108102","1280 x 800"
"1","2","right","no","400","rightarrow","857","true","focus","yes","109711","1280 x 800"
"1","3","right","no","400","rightarrow","792","true","focus","yes","111257","1280 x 800"
"1","4","left","no","400","rightarrow","454","false","focus","yes","112463","1280 x 800"
"1","5","right","no","400","rightarrow","954","true","focus","yes","114170","1280 x 800"
"1","6","left","no","400","leftarrow","682","true","focus","yes","115604","1280 x 800"
"1","7","right","yes","400","undefined","NaN","true","focus","yes","117608","1280 x 800"
"1","8","left","yes","450","leftarrow","637","false","focus","yes","118996","1280 x 800"
"1","9","left","no","400","leftarrow","693","true","focus","yes","120442","1280 x 800"
"1","10","left","yes","400","leftarrow","622","false","focus","yes","121817","1280 x 800"
"1","11","right","no","350","leftarrow","621","false","focus","yes","123190","1280 x 800"
"1","12","left","no","350","leftarrow","823","true","focus","yes","124767","1280 x 800"
"1","13","right","yes","350","undefined","NaN","true","focus","yes","126771","1280 x 800"
"1","14","right","no","400","rightarrow","637","true","focus","yes","128161","1280 x 800"
"1","15","left","no","400","rightarrow","887","false","focus","yes","129802","1280 x 800"
"1","16","right","no","400","undefined","NaN","false","focus","yes","131805","1280 x 800"
"1","17","left","no","400","leftarrow","582","true","focus","yes","133141","1280 x 800"
"1","18","left","no","400","rightarrow","608","false","focus","yes","134501","1280 x 800"
"1","19","right","no","400","rightarrow","841","true","focus","yes","136094","1280 x 800"
"1","20","right","no","400","rightarrow","502","true","focus","yes","137348","1280 x 800"
"1","21","right","yes","400","rightarrow","609","false","focus","yes","138710","1280 x 800"
"1","22","left","yes","350","undefined","NaN","true","focus","yes","140715","1280 x 800"
"1","23","left","no","400","leftarrow","870","true","focus","yes","142339","1280 x 800"
"1","24","right","no","400","rightarrow","612","true","focus","yes","143705","1280 x 800"
