"block_i","trial_i","stim","signal","SSD","response","rt","correct","focus","Fullscreen","time_elapsed","window_resolution"
"0","1","left","no","200","leftarrow","655","true","focus","yes","24595","1280 x 800"
"0","2","right","no","200","rightarrow","678","true","focus","yes","26778","1280 x 800"
"0","3","right","no","200","rightarrow","674","true","focus","yes","28957","1280 x 800"
"0","4","right","yes","200","undefined","NaN","true","focus","yes","31710","1280 x 800"
"0","5","left","yes","250","undefined","NaN","true","focus","yes","34464","1280 x 800"
"0","6","right","no","300","rightarrow","604","true","focus","yes","36573","1280 x 800"
"0","7","left","no","300","leftarrow","596","true","focus","yes","38673","1280 x 800"
"0","8","left","no","300","leftarrow","767","true","focus","yes","40944","1280 x 800"
"0","9","left","no","300","leftarrow","896","true","focus","yes","43345","1280 x 800"
"0","10","left","no","300","leftarrow","717","true","focus","yes","45566","1280 x 800"
"0","11","right","yes","300","undefined","NaN","true","focus","yes","48323","1280 x 800"
"0","12","left","yes","350","rightarrow","584","false","focus","yes","50409","1280 x 800"
"0","13","left","no","300","leftarrow","847","true","focus","yes","52762","1280 x 800"
"0","14","right","no","300","rightarrow","617","true","focus","yes","54883","1280 x 800"
"0","15","right","no","300","rightarrow","203","true","focus","yes","56591","1280 x 800"
"0","16","right","no","300","rightarrow","727","true","focus","yes","58820","1280 x 800"
"0","17","right","no","300","rightarrow","718","true","focus","yes","61041","1280 x 800"
"0","18","left","no","300","leftarrow","734","true","focus","yes","63277","1280 x 800"
"0","19","left","no","300","leftarrow","696","true","focus","yes","65479","1280 x 800"
"0","20","right","no","300","rightarrow","582","true","focus","yes","67565","1280 x 800"
"0","21","right","yes","300","rightarrow","573","false","focus","yes","69644","1280 x 800"
"0","22","right","no","250","rightarrow","785","true","focus","yes","71936","1280 x 800"
"0","23","left","yes","250","leftarrow","614","false","focus","yes","74055","1280 x 800"
"0","24","left","no","200","leftarrow","571","true","focus","yes","76132","1280 x 800"
"0","25","right","no","200","rightarrow","557","true","focus","yes","78194","1280 x 800"
"0","26","left","no","200","leftarrow","671","true","focus","yes","80368","1280 x 800"
"0","27","right","no","200","rightarrow","683","true","focus","yes","82555","1280 x 800"
"0","28","right","yes","200","undefined","NaN","true","focus","yes","85309","1280 x 800"
"0","29","right","no","250","rightarrow","565","true","focus","yes","87377","1280 x 800"
"0","30","left","no","250","leftarrow","1141","true","focus","yes","90021","1280 x 800"
"0","31","left","yes","250","undefined","NaN","true","focus","yes","92778","1280 x 800"
"0","32","left","no","300","leftarrow","725","true","focus","yes","95008","1280 x 800"
"1","1","left","yes","300","undefined","NaN","true","focus","yes","102290","1280 x 800"
"1","2","right","no","350","rightarrow","875","true","focus","yes","103919","1280 x 800"
"1","3","right","no","350","rightarrow","614","true","focus","yes","105287","1280 x 800"
"1","4","left","no","350","leftarrow","699","true","focus","yes","106739","1280 x 800"
"1","5","left","no","350","leftarrow","654","true","focus","yes","108146","1280 x 800"
"1","6","left","no","350","leftarrow","782","true","focus","yes","109681","1280 x 800"
"1","7","right","yes","350","rightarrow","614","false","focus","yes","111046","1280 x 800"
"1","8","right","no","300","rightarrow","834","true","focus","yes","112632","1280 x 800"
"1","9","left","yes","300","undefined","NaN","true","focus","yes","114635","1280 x 800"
"1","10","left","no","350","leftarrow","643","true","focus","yes","116030","1280 x 800"
"1","11","right","no","350","rightarrow","646","true","focus","yes","117428","1280 x 800"
"1","12","right","no","350","rightarrow","594","true","focus","yes","118775","1280 x 800"
"1","13","right","no","350","rightarrow","616","true","focus","yes","120144","1280 x 800"
"1","14","right","yes","350","rightarrow","611","false","focus","yes","121508","1280 x 800"
"1","15","left","no","300","leftarrow","607","true","focus","yes","122868","1280 x 800"
"1","16","left","no","300","leftarrow","582","true","focus","yes","124204","1280 x 800"
"1","17","right","no","300","rightarrow","602","true","focus","yes","125559","1280 x 800"
"1","18","right","no","300","rightarrow","445","true","focus","yes","126757","1280 x 800"
"1","19","right","yes","300","rightarrow","523","false","focus","yes","128033","1280 x 800"
"1","20","right","no","250","rightarrow","519","true","focus","yes","129304","1280 x 800"
"1","21","left","no","250","leftarrow","538","true","focus","yes","130596","1280 x 800"
