sub_id,source,platform,complete,n_trials,n_go,n_stop,go_accuracy,go_omission_rate,go_rt,go_rt_all_responses,mean_stop_failure_RT,stop_accuracy,max_SSD,mean_SSD,min_SSD,final_SSD,ssrt,lag1_autocorr,post_error_slowing_ms
2026-07-03_09-22-11-825384,bot,stopit,True,288,216,72,0.875,0.07407407407407407,545.9100529100529,545.01,441.3636363636364,0.5416666666666666,600.0,419.44444444444446,50.0,450.0,126.4656084656084,0.19685923481900905,-14.294871794871767
2026-07-03_09-32-47-896446,bot,stopit,True,288,216,72,0.9722222222222222,0.0,629.0,632.1111111111111,537.5757575757576,0.5416666666666666,700.0,523.6111111111111,200.0,550.0,105.38888888888891,0.29697880141329785,-9.554436139096538
2026-07-03_09-41-00-863880,bot,stopit,True,288,216,72,0.9398148148148148,0.0,527.4187192118227,525.6666666666666,462.79411764705884,0.5277777777777778,550.0,463.8888888888889,200.0,450.0,63.529830322933776,0.18557101963986322,2.9220633585646283
2026-07-03_09-48-47-111959,bot,stopit,True,288,216,72,0.9398148148148148,0.0,662.256157635468,664.6342592592592,567.3529411764706,0.5277777777777778,750.0,575.0,200.0,450.0,87.25615763546796,0.11251044768318419,31.217514124293757
2026-07-03_09-57-04-068372,bot,stopit,True,288,216,72,0.9490740740740741,0.032407407407407406,470.94146341463414,471.7464114832536,391.1818181818182,0.5416666666666666,550.0,411.1111111111111,200.0,450.0,59.83035230352306,0.2759113787949448,-1.0310693641618514
2026-07-03_10-04-48-748643,bot,stopit,True,288,216,72,0.9768518518518519,0.0,511.1658767772512,513.1203703703703,419.5151515151515,0.5416666666666666,550.0,416.6666666666667,200.0,450.0,94.4992101105845,0.23475218392127303,0.8906093906093702
2026-07-03_10-12-33-795403,bot,stopit,True,288,216,72,0.9814814814814815,0.0,639.6084905660377,638.7129629629629,578.6060606060606,0.5416666666666666,750.0,575.0,200.0,550.0,64.60849056603774,0.193302442689236,12.010416666666629
2026-07-03_10-20-51-506037,bot,stopit,True,288,216,72,0.9768518518518519,0.023148148148148147,613.0473933649289,613.0473933649289,545.9375,0.5555555555555556,700.0,550.0,200.0,650.0,63.047393364928894,0.30622592100558843,-0.5853612525938843
2026-07-03_10-29-12-024920,bot,stopit,True,288,216,72,0.9675925925925926,0.018518518518518517,600.5406698564593,601.1132075471698,508.125,0.5555555555555556,650.0,475.0,150.0,550.0,125.54066985645932,0.17805019533942681,-12.262224819793573
2026-07-03_10-37-24-625511,bot,stopit,True,288,216,72,0.9305555555555556,0.009259259259259259,536.5671641791045,536.9205607476636,483.5,0.5555555555555556,600.0,473.6111111111111,200.0,550.0,62.956053067993366,0.13467012685909655,19.98767507002799
2026-07-03_10-45-21-485446,bot,stopit,True,288,216,72,0.9675925925925926,0.004629629629629629,681.976076555024,682.1348837209302,605.4193548387096,0.5694444444444444,750.0,576.3888888888889,200.0,650.0,105.58718766613504,0.20209918350733372,-9.591954022988489
2026-07-03_10-53-51-393176,bot,stopit,True,288,216,72,0.9583333333333334,0.032407407407407406,602.1884057971015,602.5358851674641,511.71875,0.5555555555555556,750.0,520.8333333333334,200.0,550.0,81.35507246376812,0.16897521353812064,16.349704142011774
2026-07-03_11-02-03-306483,bot,stopit,True,288,216,72,0.9583333333333334,0.0,590.9855072463768,589.9953703703703,523.4545454545455,0.5416666666666666,650.0,480.55555555555554,200.0,550.0,110.42995169082121,0.22336058621955418,7.300060496067772
2026-07-03_11-10-08-642046,bot,stopit,True,288,216,72,0.9490740740740741,0.0,536.3268292682927,535.2361111111111,469.1764705882353,0.5277777777777778,600.0,430.55555555555554,150.0,450.0,105.77127371273718,0.1505270485800233,6.278903128014349
2026-07-03_11-35-18-752451,bot,stopit,True,288,216,72,0.9444444444444444,0.0,765.8137254901961,766.9166666666666,667.59375,0.5555555555555556,850.0,655.5555555555555,200.0,650.0,110.25816993464059,0.09133581193416336,7.811986613933641
2026-07-03_11-44-08-909142,bot,stopit,True,288,216,72,0.9583333333333334,0.004629629629629629,666.5024154589372,667.5395348837209,589.6129032258065,0.5694444444444444,750.0,572.2222222222222,150.0,650.0,94.28019323671504,0.029792355797170166,42.82623927132602
2026-07-03_11-52-38-333950,bot,stopit,True,288,216,72,0.9953703703703703,0.0,555.0883720930233,554.9351851851852,465.3333333333333,0.5416666666666666,650.0,431.94444444444446,200.0,450.0,123.14392764857882,0.09589040802158524,27.1615384615385
2026-07-03_12-00-37-027489,bot,stopit,True,288,216,72,0.9212962962962963,0.05555555555555555,501.20603015075375,501.6862745098039,410.7647058823529,0.5277777777777778,550.0,383.3333333333333,150.0,350.0,117.87269681742043,0.17984709815801408,25.040889526542344
2026-07-03_12-08-24-688364,bot,stopit,True,288,216,72,0.9907407407407407,0.0,480.7943925233645,480.89351851851853,408.6470588235294,0.5277777777777778,550.0,419.44444444444446,200.0,450.0,61.34994807892002,0.15865029834366798,16.923497267759558
2026-07-03_12-16-05-692015,bot,stopit,True,288,216,72,0.9305555555555556,0.009259259259259259,582.6716417910447,584.0,488.2647058823529,0.5277777777777778,650.0,468.05555555555554,200.0,450.0,114.6160862354892,0.19021313382260302,1.1802917698870488
2026-07-03_12-24-12-057243,bot,stopit,True,288,216,72,0.9583333333333334,0.027777777777777776,660.1256038647343,659.947619047619,557.8181818181819,0.5416666666666666,750.0,509.72222222222223,200.0,550.0,150.4033816425121,0.28355462745317617,-19.635150166851986
2026-07-03_12-32-42-381287,bot,stopit,True,288,216,72,0.9629629629629629,0.0,53302.596153846156,51348.75,15494.242424242424,0.5416666666666666,600.0,454.1666666666667,200.0,450.0,52848.42948717949,-0.05178361443580538,-5211.551960784316
2026-07-03_17-41-34-201324,bot,stopit,True,288,216,72,0.9861111111111112,0.0,635.2253521126761,635.7175925925926,530.7575757575758,0.5416666666666666,650.0,502.77777777777777,200.0,550.0,132.44757433489832,0.21942165061163652,-24.248016922263332
2026-07-03_17-49-54-348694,bot,stopit,True,288,216,72,0.9444444444444444,0.0,456.8382352941176,456.1111111111111,358.9714285714286,0.5138888888888888,550.0,362.5,200.0,250.0,94.33823529411762,0.09801745350794568,39.005511919525986
2026-07-03_17-57-25-374226,bot,stopit,True,288,216,72,0.9490740740740741,0.009259259259259259,723.9609756097561,724.3364485981308,629.40625,0.5555555555555556,750.0,577.7777777777778,200.0,650.0,146.1831978319783,0.08579266988076498,44.37853551225646
2026-07-03_18-06-10-423155,bot,stopit,True,288,216,72,0.9120370370370371,0.05092592592592592,543.3756345177665,541.3121951219512,452.90909090909093,0.5416666666666666,700.0,469.44444444444446,200.0,550.0,73.931190073322,0.33908562835456085,-30.94023837502101
2026-07-03_18-14-12-705375,bot,stopit,True,288,216,72,0.9537037037037037,0.018518518518518517,482.94174757281553,484.5377358490566,402.0,0.5138888888888888,500.0,368.05555555555554,200.0,350.0,114.88619201725999,0.10254251805172486,27.783783783783804
