"block_i","trial_i","stim","signal","SSD","response","rt","correct","focus","Fullscreen","time_elapsed","window_resolution"
"0","1","right","no","200","rightarrow","543","true","focus","yes","21629","1280 x 800"
"0","2","left","no","200","leftarrow","602","true","focus","yes","23735","1280 x 800"
"0","3","left","yes","200","undefined","NaN","true","focus","yes","26490","1280 x 800"
"0","4","right","yes","250","undefined","NaN","true","focus","yes","29245","1280 x 800"
"0","5","right","no","300","rightarrow","809","true","focus","yes","31560","1280 x 800"
"0","6","right","no","300","rightarrow","593","true","focus","yes","33657","1280 x 800"
"0","7","left","no","300","leftarrow","564","true","focus","yes","35724","1280 x 800"
"0","8","left","no","300","leftarrow","626","true","focus","yes","37854","1280 x 800"
"0","9","right","no","300","rightarrow","679","true","focus","yes","40038","1280 x 800"
"0","10","left","no","300","leftarrow","546","true","focus","yes","42088","1280 x 800"
"0","11","left","yes","300","undefined","NaN","true","focus","yes","44844","1280 x 800"
"0","12","right","no","350","rightarrow","884","true","focus","yes","47231","1280 x 800"
"0","13","right","no","350","rightarrow","885","true","focus","yes","49621","1280 x 800"
"0","14","left","no","350","leftarrow","659","true","focus","yes","51784","1280 x 800"
"0","15","right","yes","350","undefined","NaN","true","focus","yes","54538","1280 x 800"
"0","16","left","no","400","leftarrow","679","true","focus","yes","56720","1280 x 800"
"0","17","left","no","400","leftarrow","533","true","focus","yes","58759","1280 x 800"
"0","18","right","no","400","rightarrow","618","true","focus","yes","60881","1280 x 800"
"0","19","left","no","400","leftarrow","797","true","focus","yes","63184","1280 x 800"
"0","20","right","no","400","rightarrow","633","true","focus","yes","65322","1280 x 800"
"0","21","right","no","400","rightarrow","610","true","focus","yes","67437","1280 x 800"
"0","22","left","no","400","leftarrow","639","true","focus","yes","69580","1280 x 800"
"0","23","right","yes","400","undefined","NaN","true","focus","yes","72336","1280 x 800"
"0","24","left","yes","450","undefined","NaN","true","focus","yes","75092","1280 x 800"
"0","25","right","no","500","rightarrow","740","true","focus","yes","77336","1280 x 800"
"0","26","right","no","500","rightarrow","597","true","focus","yes","79437","1280 x 800"
"0","27","left","no","500","leftarrow","791","true","focus","yes","81732","1280 x 800"
"0","28","right","no","500","rightarrow","528","true","focus","yes","83763","1280 x 800"
"0","29","left","no","500","leftarrow","935","true","focus","yes","86201","1280 x 800"
"0","30","left","yes","500","leftarrow","511","false","focus","yes","88215","1280 x 800"
"0","31","right","yes","450","undefined","NaN","true","focus","yes","90970","1280 x 800"
"0","32","left","no","500","leftarrow","578","true","focus","yes","93052","1280 x 800"
"1","1","left","no","500","leftarrow","620","true","focus","yes","99697","1280 x 800"
"1","2","right","yes","500","undefined","NaN","true","focus","yes","101701","1280 x 800"
"1","3","right","no","550","rightarrow","642","true","focus","yes","103096","1280 x 800"
"1","4","left","no","550","leftarrow","800","true","focus","yes","104648","1280 x 800"
"1","5","right","no","550","rightarrow","530","true","focus","yes","105931","1280 x 800"
"1","6","left","no","550","leftarrow","467","true","focus","yes","107151","1280 x 800"
"1","7","left","yes","550","leftarrow","517","false","focus","yes","108420","1280 x 800"
"1","8","right","no","500","rightarrow","628","true","focus","yes","109800","1280 x 800"
"1","9","right","no","500","rightarrow","638","true","focus","yes","111192","1280 x 800"
"1","10","right","no","500","rightarrow","848","true","focus","yes","112791","1280 x 800"
"1","11","left","no","500","leftarrow","554","true","focus","yes","114098","1280 x 800"
"1","12","right","yes","500","undefined","NaN","true","focus","yes","116100","1280 x 800"
"1","13","right","no","550","rightarrow","616","true","focus","yes","117471","1280 x 800"
"1","14","left","yes","550","undefined","NaN","true","focus","yes","119475","1280 x 800"
"1","15","left","no","600","leftarrow","878","true","focus","yes","121107","1280 x 800"
"1","16","left","no","600","leftarrow","771","true","focus","yes","122631","1280 x 800"
"1","17","left","no","600","leftarrow","763","true","focus","yes","124145","1280 x 800"
"1","18","right","no","600","rightarrow","584","true","focus","yes","125481","1280 x 800"
"1","19","right","no","600","rightarrow","555","true","focus","yes","126788","1280 x 800"
"1","20","left","no","600","leftarrow","656","true","focus","yes","128196","1280 x 800"
"1","21","left","no","600","leftarrow","604","true","focus","yes","129553","1280 x 800"
"1","22","right","yes","600","rightarrow","556","false","focus","yes","130860","1280 x 800"
"1","23","right","no","550","rightarrow","545","true","focus","yes","132157","1280 x 800"
"1","24","left","yes","550","leftarrow","541","false","focus","yes","133451","1280 x 800"
"1","25","right","yes","500","undefined","NaN","true","focus","yes","135456","1280 x 800"
"1","26","right","no","550","rightarrow","715","true","focus","yes","136925","1280 x 800"
"1","27","left","no","550","leftarrow","625","true","focus","yes","138302","1280 x 800"
"1","28","left","yes","550","undefined","NaN","true","focus","yes","140307","1280 x 800"
"1","29","left","no","600","leftarrow","551","true","focus","yes","141611","1280 x 800"
"1","30","left","no","600","leftarrow","818","true","focus","yes","143180","1280 x 800"
"1","31","right","no","600","rightarrow","628","true","focus","yes","144561","1280 x 800"
"1","32","right","no","600","rightarrow","552","true","focus","yes","145865","1280 x 800"
"1","33","right","no","600","rightarrow","635","true","focus","yes","147254","1280 x 800"
"1","34","left","no","600","leftarrow","625","true","focus","yes","148632","1280 x 800"
"1","35","right","no","600","rightarrow","717","true","focus","yes","150101","1280 x 800"
"1","36","left","no","600","leftarrow","603","true","focus","yes","151457","1280 x 800"
"1","37","right","yes","600","rightarrow","614","false","focus","yes","152825","1280 x 800"
"1","38","left","yes","550","leftarrow","560","false","focus","yes","154138","1280 x 800"
"1","39","right","no","500","rightarrow","959","true","focus","yes","155851","1280 x 800"
"1","40","left","no","500","leftarrow","716","true","focus","yes","157319","1280 x 800"
"1","41","left","no","500","leftarrow","714","true","focus","yes","158785","1280 x 800"
"1","42","left","no","500","leftarrow","607","true","focus","yes","160143","1280 x 800"
"1","43","right","no","500","rightarrow","611","true","focus","yes","161507","1280 x 800"
"1","44","right","no","500","rightarrow","585","true","focus","yes","162844","1280 x 800"
"1","45","right","yes","500","undefined","NaN","true","focus","yes","164847","1280 x 800"
"1","46","right","no","550","rightarrow","873","true","focus","yes","166474","1280 x 800"
"1","47","left","no","550","leftarrow","761","true","focus","yes","167989","1280 x 800"
"1","48","left","yes","550","undefined","NaN","true","focus","yes","169993","1280 x 800"
"1","49","right","no","600","rightarrow","635","true","focus","yes","171383","1280 x 800"
"1","50","right","yes","600","rightarrow","463","false","focus","yes","172598","1280 x 800"
"1","51","right","no","550","leftarrow","616","false","focus","yes","173966","1280 x 800"
"1","52","left","no","550","leftarrow","615","true","focus","yes","175334","1280 x 800"
"1","53","left","yes","550","undefined","NaN","true","focus","yes","177339","1280 x 800"
"1","54","left","no","600","leftarrow","700","true","focus","yes","178792","1280 x 800"
"1","55","right","no","600","rightarrow","582","true","focus","yes","180126","1280 x 800"
"1","56","left","no","600","leftarrow","603","true","focus","yes","181481","1280 x 800"
"1","57","right","no","600","rightarrow","581","true","focus","yes","182814","1280 x 800"
"1","58","left","no","600","leftarrow","616","true","focus","yes","184182","1280 x 800"
"1","59","left","no","600","leftarrow","585","true","focus","yes","185519","1280 x 800"
"1","60","left","no","600","leftarrow","505","true","focus","yes","186777","1280 x 800"
"1","61","left","yes","600","leftarrow","621","false","focus","yes","188149","1280 x 800"
"1","62","right","yes","550","undefined","NaN","true","focus","yes","190152","1280 x 800"
"1","63","right","no","600","rightarrow","610","true","focus","yes","191517","1280 x 800"
"1","64","right","no","600","rightarrow","570","true","focus","yes","192839","1280 x 800"
"2","1","right","yes","600","rightarrow","621","false","focus","yes","198781","1280 x 800"
"2","2","left","no","550","leftarrow","910","true","focus","yes","200443","1280 x 800"
"2","3","right","no","550","leftarrow","909","false","focus","yes","202104","1280 x 800"
"2","4","left","no","550","leftarrow","582","true","focus","yes","203438","1280 x 800"
"2","5","right","no","550","rightarrow","580","true","focus","yes","204772","1280 x 800"
"2","6","left","no","550","leftarrow","569","true","focus","yes","206094","1280 x 800"
"2","7","left","yes","550","undefined","NaN","true","focus","yes","208099","1280 x 800"
"2","8","right","no","600","rightarrow","760","true","focus","yes","209615","1280 x 800"
"2","9","left","yes","600","undefined","NaN","true","focus","yes","211619","1280 x 800"
"2","10","right","no","650","rightarrow","694","true","focus","yes","213066","1280 x 800"
"2","11","right","no","650","rightarrow","653","true","focus","yes","214471","1280 x 800"
