"block_i","trial_i","stim","signal","SSD","response","rt","correct","focus","Fullscreen","time_elapsed","window_resolution"
"0","1","left","yes","200","undefined","NaN","true","focus","yes","28374","1280 x 800"
"0","2","right","no","250","rightarrow","565","true","focus","yes","30445","1280 x 800"
"0","3","left","no","250","leftarrow","422","true","focus","yes","32371","1280 x 800"
"0","4","right","no","250","rightarrow","686","true","focus","yes","34561","1280 x 800"
"0","5","right","no","250","rightarrow","482","true","focus","yes","36548","1280 x 800"
"0","6","right","yes","250","undefined","NaN","true","focus","yes","39304","1280 x 800"
"0","7","left","no","300","leftarrow","509","true","focus","yes","41317","1280 x 800"
"0","8","left","no","300","leftarrow","602","true","focus","yes","43424","1280 x 800"
"0","9","right","no","300","rightarrow","402","true","focus","yes","45331","1280 x 800"
"0","10","right","no","300","rightarrow","621","true","focus","yes","47454","1280 x 800"
"0","11","left","no","300","leftarrow","437","true","focus","yes","49397","1280 x 800"
"0","12","left","yes","300","undefined","NaN","true","focus","yes","52153","1280 x 800"
"0","13","left","no","350","leftarrow","469","true","focus","yes","54127","1280 x 800"
"0","14","left","no","350","leftarrow","375","true","focus","yes","56006","1280 x 800"
"0","15","right","yes","350","rightarrow","374","false","focus","yes","57885","1280 x 800"
"0","16","right","no","300","rightarrow","406","true","focus","yes","59797","1280 x 800"
"0","17","left","no","300","leftarrow","411","true","focus","yes","61713","1280 x 800"
"0","18","left","yes","300","leftarrow","368","false","focus","yes","63587","1280 x 800"
"0","19","right","no","250","rightarrow","443","true","focus","yes","65535","1280 x 800"
"0","20","right","no","250","rightarrow","520","true","focus","yes","67559","1280 x 800"
"0","21","right","yes","250","undefined","NaN","true","focus","yes","70316","1280 x 800"
"0","22","left","no","300","leftarrow","436","true","focus","yes","72257","1280 x 800"
"0","23","right","no","300","rightarrow","310","true","focus","yes","74071","1280 x 800"
"0","24","left","no","300","leftarrow","568","true","focus","yes","76143","1280 x 800"
"0","25","left","no","300","leftarrow","407","true","focus","yes","78055","1280 x 800"
"0","26","left","yes","300","undefined","NaN","true","focus","yes","80813","1280 x 800"
"0","27","left","no","350","leftarrow","445","true","focus","yes","82763","1280 x 800"
"0","28","left","no","350","leftarrow","533","true","focus","yes","84799","1280 x 800"
"0","29","right","no","350","rightarrow","403","true","focus","yes","86708","1280 x 800"
"0","30","right","yes","350","rightarrow","383","false","focus","yes","88598","1280 x 800"
"0","31","right","no","300","rightarrow","446","true","focus","yes","90548","1280 x 800"
"0","32","right","no","300","rightarrow","422","true","focus","yes","92475","1280 x 800"
"1","1","right","yes","300","rightarrow","337","false","focus","yes","98840","1280 x 800"
"1","2","left","no","250","leftarrow","485","true","focus","yes","100076","1280 x 800"
"1","3","right","no","250","rightarrow","435","true","focus","yes","101264","1280 x 800"
"1","4","right","no","250","rightarrow","315","true","focus","yes","102333","1280 x 800"
"1","5","left","yes","250","undefined","NaN","true","focus","yes","104337","1280 x 800"
"1","6","left","no","300","leftarrow","474","true","focus","yes","105564","1280 x 800"
"1","7","right","no","300","rightarrow","394","true","focus","yes","106712","1280 x 800"
"1","8","left","no","300","leftarrow","409","true","focus","yes","107874","1280 x 800"
"1","9","right","no","300","rightarrow","394","true","focus","yes","109020","1280 x 800"
"1","10","left","no","300","leftarrow","554","true","focus","yes","110326","1280 x 800"
"1","11","left","no","300","leftarrow","389","true","focus","yes","111466","1280 x 800"
"1","12","right","yes","300","rightarrow","445","false","focus","yes","112663","1280 x 800"
"1","13","right","no","250","rightarrow","441","true","focus","yes","113857","1280 x 800"
"1","14","left","no","250","leftarrow","506","true","focus","yes","115115","1280 x 800"
"1","15","left","yes","250","leftarrow","313","false","focus","yes","116181","1280 x 800"
"1","16","right","no","200","rightarrow","642","true","focus","yes","117575","1280 x 800"
"1","17","left","no","200","leftarrow","472","true","focus","yes","118801","1280 x 800"
"1","18","left","no","200","undefined","NaN","false","focus","yes","120806","1280 x 800"
"1","19","right","no","200","undefined","NaN","false","focus","yes","122811","1280 x 800"
