"block_i","trial_i","stim","signal","SSD","response","rt","correct","focus","Fullscreen","time_elapsed","window_resolution"
"0","1","left","no","200","leftarrow","533","true","focus","yes","23905","1280 x 800"
"0","2","right","no","200","rightarrow","538","true","focus","yes","25949","1280 x 800"
"0","3","right","no","200","rightarrow","518","true","focus","yes","27971","1280 x 800"
"0","4","left","no","200","leftarrow","552","true","focus","yes","30028","1280 x 800"
"0","5","left","yes","200","undefined","NaN","true","focus","yes","32783","1280 x 800"
"0","6","left","no","250","leftarrow","622","true","focus","yes","34910","1280 x 800"
"0","7","right","no","250","rightarrow","868","true","focus","yes","37283","1280 x 800"
"0","8","right","yes","250","rightarrow","444","false","focus","yes","39232","1280 x 800"
"0","9","right","no","200","rightarrow","526","true","focus","yes","41263","1280 x 800"
"0","10","right","yes","200","undefined","NaN","true","focus","yes","44019","1280 x 800"
"0","11","right","no","250","rightarrow","509","true","focus","yes","46031","1280 x 800"
"0","12","right","no","250","rightarrow","517","true","focus","yes","48052","1280 x 800"
"0","13","left","no","250","leftarrow","590","true","focus","yes","50145","1280 x 800"
"0","14","left","no","250","leftarrow","508","true","focus","yes","52157","1280 x 800"
"0","15","left","no","250","leftarrow","566","true","focus","yes","54227","1280 x 800"
"0","16","left","yes","250","undefined","NaN","true","focus","yes","56982","1280 x 800"
"0","17","right","no","300","rightarrow","573","true","focus","yes","59060","1280 x 800"
"0","18","left","yes","300","undefined","NaN","true","focus","yes","61816","1280 x 800"
"0","19","left","no","350","leftarrow","813","true","focus","yes","64133","1280 x 800"
"0","20","right","no","350","rightarrow","835","true","focus","yes","66474","1280 x 800"
"0","21","right","no","350","rightarrow","781","true","focus","yes","68759","1280 x 800"
"0","22","left","no","350","leftarrow","568","true","focus","yes","70832","1280 x 800"
"0","23","left","no","350","leftarrow","451","true","focus","yes","72788","1280 x 800"
"0","24","right","yes","350","undefined","NaN","true","focus","yes","75544","1280 x 800"
"0","25","right","no","400","rightarrow","1038","true","focus","yes","78084","1280 x 800"
"0","26","left","no","400","leftarrow","939","true","focus","yes","80527","1280 x 800"
"0","27","right","yes","400","undefined","NaN","true","focus","yes","83283","1280 x 800"
"0","28","left","yes","450","undefined","NaN","true","focus","yes","86037","1280 x 800"
"0","29","right","no","500","rightarrow","785","true","focus","yes","88328","1280 x 800"
"0","30","left","no","500","leftarrow","733","true","focus","yes","90564","1280 x 800"
"0","31","left","no","500","leftarrow","547","true","focus","yes","92614","1280 x 800"
"0","32","right","no","500","rightarrow","714","true","focus","yes","94832","1280 x 800"
"1","1","right","no","500","rightarrow","604","true","focus","yes","101454","1280 x 800"
"1","2","left","no","500","leftarrow","556","true","focus","yes","102762","1280 x 800"
"1","3","right","yes","500","rightarrow","501","false","focus","yes","104015","1280 x 800"
"1","4","left","yes","450","undefined","NaN","true","focus","yes","106019","1280 x 800"
"1","5","left","no","500","leftarrow","823","true","focus","yes","107595","1280 x 800"
"1","6","right","no","500","rightarrow","690","true","focus","yes","109037","1280 x 800"
"1","7","right","no","500","rightarrow","570","true","focus","yes","110359","1280 x 800"
"1","8","left","no","500","leftarrow","488","true","focus","yes","111598","1280 x 800"
"1","9","right","no","500","rightarrow","632","true","focus","yes","112983","1280 x 800"
"1","10","right","no","500","rightarrow","656","true","focus","yes","114391","1280 x 800"
"1","11","right","no","500","rightarrow","540","true","focus","yes","115682","1280 x 800"
"1","12","left","no","500","leftarrow","606","true","focus","yes","117040","1280 x 800"
"1","13","left","no","500","leftarrow","478","true","focus","yes","118270","1280 x 800"
"1","14","left","yes","500","undefined","NaN","true","focus","yes","120276","1280 x 800"
"1","15","right","yes","550","undefined","NaN","true","focus","yes","122281","1280 x 800"
"1","16","left","no","600","leftarrow","926","true","focus","yes","123960","1280 x 800"
"1","17","left","yes","600","undefined","NaN","true","focus","yes","125966","1280 x 800"
"1","18","right","no","650","rightarrow","620","true","focus","yes","127340","1280 x 800"
"1","19","left","no","650","leftarrow","555","true","focus","yes","128647","1280 x 800"
"1","20","right","no","650","rightarrow","665","true","focus","yes","130064","1280 x 800"
"1","21","left","no","650","leftarrow","518","true","focus","yes","131335","1280 x 800"
"1","22","left","no","650","leftarrow","704","true","focus","yes","132791","1280 x 800"
"1","23","right","yes","650","rightarrow","611","false","focus","yes","134154","1280 x 800"
"1","24","right","no","600","rightarrow","765","true","focus","yes","135671","1280 x 800"
"1","25","right","no","600","rightarrow","612","true","focus","yes","137036","1280 x 800"
"1","26","right","no","600","leftarrow","600","false","focus","yes","138388","1280 x 800"
"1","27","left","no","600","leftarrow","637","true","focus","yes","139777","1280 x 800"
"1","28","right","no","600","rightarrow","486","true","focus","yes","141017","1280 x 800"
"1","29","left","no","600","leftarrow","440","true","focus","yes","142209","1280 x 800"
"1","30","left","yes","600","leftarrow","583","false","focus","yes","143544","1280 x 800"
"1","31","left","no","550","leftarrow","482","true","focus","yes","144780","1280 x 800"
"1","32","right","yes","550","rightarrow","570","false","focus","yes","146101","1280 x 800"
"1","33","right","yes","500","undefined","NaN","true","focus","yes","148104","1280 x 800"
"1","34","right","no","550","rightarrow","609","true","focus","yes","149467","1280 x 800"
